scraped_date,match_date,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,over_under_3_market,match_url
2025-08-26 00:54:54 UTC,2025-02-22 15:00:00 UTC,Southampton,Brighton,Premier League 2024/2025,0,4,"0:1, 0:3",St. Mary's Stadium,Southampton,England,[],https://www.oddsportal.com/football/england/premier-league-2024-2025/southampton-brighton-MVlXtk8s/
2025-08-26 00:54:54 UTC,2025-02-26 19:30:00 UTC,Manchester Utd,Ipswich,Premier League 2024/2025,3,2,"2:2, 1:0",Old Trafford,Manchester,England,[],https://www.oddsportal.com/football/england/premier-league-2024-2025/manchester-united-ipswich-IyVjgJc4/
2025-08-26 00:54:54 UTC,2024-08-18 13:00:00 UTC,Brentford,Crystal Palace,Premier League 2024/2025,2,1,"1:0, 1:1",Brentford Community Stadium,London,England,[],https://www.oddsportal.com/football/england/premier-league-2024-2025/brentford-crystal-palace-8WpYGrM0/
2025-08-26 00:54:54 UTC,2024-12-21 15:00:00 UTC,Brentford,Nottingham,Premier League 2024/2025,0,2,"0:1, 0:1",Brentford Community Stadium,London,England,[],https://www.oddsportal.com/football/england/premier-league-2024-2025/brentford-nottingham-jJC46vdl/
2025-08-26 00:57:05 UTC,2024-11-10 14:00:00 UTC,Manchester Utd,Leicester,Premier League 2024/2025,3,0,"2:0, 1:0",Old Trafford,Manchester,England,[],https://www.oddsportal.com/football/england/premier-league-2024-2025/manchester-united-leicester-KK9ggF3s/
2025-08-26 00:57:18 UTC,2025-05-03 14:00:00 UTC,Everton,Ipswich,Premier League 2024/2025,2,2,"2:1, 0:1",Goodison Park,Liverpool,England,[],https://www.oddsportal.com/football/england/premier-league-2024-2025/everton-ipswich-YN9YsP6e/
2025-08-26 00:57:19 UTC,2024-12-04 19:30:00 UTC,Southampton,Chelsea,Premier League 2024/2025,1,5,"1:3, 0:2",St. Mary's Stadium,Southampton,England,[],https://www.oddsportal.com/football/england/premier-league-2024-2025/southampton-chelsea-EejihTJt/
2025-08-26 00:57:19 UTC,2024-10-05 14:00:00 UTC,Arsenal,Southampton,Premier League 2024/2025,3,1,"0:0, 3:1",Emirates Stadium,London,England,[],https://www.oddsportal.com/football/england/premier-league-2024-2025/arsenal-southampton-SQM1jbV9/
2025-08-26 01:05:44 UTC,2025-04-19 14:00:00 UTC,Crystal Palace,Bournemouth,Premier League 2024/2025,0,0,"0:0, 0:0",Selhurst Park,London,England,[],https://www.oddsportal.com/football/england/premier-league-2024-2025/crystal-palace-bournemouth-QsEgeutJ/
2025-08-26 01:06:12 UTC,2025-05-25 15:00:00 UTC,Tottenham,Brighton,Premier League 2024/2025,1,4,"1:0, 0:4",Tottenham Hotspur Stadium,London,England,[],https://www.oddsportal.com/football/england/premier-league-2024-2025/tottenham-brighton-OUZLS7Js/
2025-08-26 01:06:12 UTC,2025-04-26 14:00:00 UTC,Southampton,Fulham,Premier League 2024/2025,1,2,"1:0, 0:2",St. Mary's Stadium,Southampton,England,[],https://www.oddsportal.com/football/england/premier-league-2024-2025/southampton-fulham-ldyCvj03/
2025-08-26 01:06:11 UTC,2025-01-26 14:00:00 UTC,Tottenham,Leicester,Premier League 2024/2025,1,2,"1:0, 0:2",Tottenham Hotspur Stadium,London,England,[],https://www.oddsportal.com/football/england/premier-league-2024-2025/tottenham-leicester-8jRt51vQ/
2025-08-26 01:07:19 UTC,2025-04-19 14:00:00 UTC,West Ham,Southampton,Premier League 2024/2025,1,1,"0:0, 1:1",London Stadium,London,England,[],https://www.oddsportal.com/football/england/premier-league-2024-2025/west-ham-southampton-KG1fDD14/
2025-08-26 01:07:56 UTC,2025-03-08 15:00:00 UTC,Crystal Palace,Ipswich,Premier League 2024/2025,1,0,"0:0, 1:0",Selhurst Park,London,England,[],https://www.oddsportal.com/football/england/premier-league-2024-2025/crystal-palace-ipswich-rw5P7ICc/
2025-08-26 01:07:58 UTC,2025-05-10 14:00:00 UTC,Fulham,Everton,Premier League 2024/2025,1,3,"1:1, 0:2",Craven Cottage,London,England,[],https://www.oddsportal.com/football/england/premier-league-2024-2025/fulham-everton-xriFROwC/
2025-08-26 01:07:57 UTC,2025-04-02 19:00:00 UTC,Liverpool,Everton,Premier League 2024/2025,1,0,"0:0, 1:0",Anfield,Liverpool,England,[],https://www.oddsportal.com/football/england/premier-league-2024-2025/liverpool-everton-UXkVSb0b/
2025-08-26 01:08:47 UTC,2024-12-22 14:00:00 UTC,Manchester Utd,Bournemouth,Premier League 2024/2025,0,3,"0:1, 0:2",Old Trafford,Manchester,England,[],https://www.oddsportal.com/football/england/premier-league-2024-2025/manchester-united-bournemouth-KCqfHeA6/
2025-08-26 01:09:48 UTC,2024-09-21 14:00:00 UTC,Aston Villa,Wolves,Premier League 2024/2025,3,1,"0:1, 3:0",Villa Park,Birmingham,England,[],https://www.oddsportal.com/football/england/premier-league-2024-2025/aston-villa-wolves-d8abY4hR/
2025-08-26 01:10:15 UTC,2024-09-15 13:00:00 UTC,Tottenham,Arsenal,Premier League 2024/2025,0,1,"0:0, 0:1",Tottenham Hotspur Stadium,London,England,[],https://www.oddsportal.com/football/england/premier-league-2024-2025/tottenham-arsenal-AFJ3CNV7/
2025-08-26 01:10:15 UTC,2024-10-26 16:30:00 UTC,Everton,Fulham,Premier League 2024/2025,1,1,"0:0, 1:1",Goodison Park,Liverpool,England,[],https://www.oddsportal.com/football/england/premier-league-2024-2025/everton-fulham-rw5cZaeB/
2025-08-26 01:10:14 UTC,2025-05-25 15:00:00 UTC,Bournemouth,Leicester,Premier League 2024/2025,2,0,"0:0, 2:0",Vitality Stadium,Bournemouth,England,[],https://www.oddsportal.com/football/england/premier-league-2024-2025/bournemouth-leicester-44RKa9ke/
2025-08-26 01:10:38 UTC,2025-05-02 19:00:00 UTC,Manchester City,Wolves,Premier League 2024/2025,1,0,"1:0, 0:0",Etihad Stadium,Manchester,England,"[{'odds_over': '1.93', 'odds_under': '1.95', 'bookmaker_name': '10x10bet', 'period': 'FullTime'}, {'odds_over': '1.89', 'odds_under': '2.02', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'odds_over': '1.84', 'odds_under': '1.97', 'bookmaker_name': '22Bet', 'period': 'FullTime'}, {'odds_over': '1.92', 'odds_under': '1.94', 'bookmaker_name': 'Alphabet', 'period': 'FullTime'}, {'odds_over': '1.97', 'odds_under': '1.98', 'bookmaker_name': 'BetInAsia', 'period': 'FullTime'}, {'odds_over': '1.94', 'odds_under': '1.96', 'bookmaker_name': 'Cloudbet', 'period': 'FullTime'}, {'odds_over': '1.95', 'odds_under': '1.97', 'bookmaker_name': 'Dafabet', 'period': 'FullTime'}, {'odds_over': '1.88', 'odds_under': '1.92', 'bookmaker_name': 'Duelbits', 'period': 'FullTime'}, {'odds_over': '1.89', 'odds_under': '1.91', 'bookmaker_name': 'GambleCity', 'period': 'FullTime'}, {'odds_over': '1.93', 'odds_under': '1.96', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}, {'odds_over': '1.93', 'odds_under': '1.97', 'bookmaker_name': 'VOBET', 'period': 'FullTime'}]",https://www.oddsportal.com/football/england/premier-league-2024-2025/manchester-city-wolves-OCxRmFfE/
2025-08-26 01:11:11 UTC,2025-05-16 19:15:00 UTC,Chelsea,Manchester Utd,Premier League 2024/2025,1,0,"0:0, 1:0",Stamford Bridge,London,England,[],https://www.oddsportal.com/football/england/premier-league-2024-2025/chelsea-manchester-united-jLXc70i4/
2025-08-26 01:11:12 UTC,2024-11-30 15:00:00 UTC,Brentford,Leicester,Premier League 2024/2025,4,1,"3:1, 1:0",Brentford Community Stadium,London,England,[],https://www.oddsportal.com/football/england/premier-league-2024-2025/brentford-leicester-SrOgIMxA/
2025-08-26 01:11:24 UTC,2024-09-28 11:30:00 UTC,Newcastle,Manchester City,Premier League 2024/2025,1,1,"0:1, 1:0",St. James' Park,Newcastle,England,"[{'odds_over': '1.99', 'odds_under': '1.80', 'bookmaker_name': '10x10bet', 'period': 'FullTime'}, {'odds_over': '1.90', 'odds_under': '2.01', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'odds_over': '1.85', 'odds_under': '1.96', 'bookmaker_name': '22Bet', 'period': 'FullTime'}, {'odds_over': '1.98', 'odds_under': '1.80', 'bookmaker_name': 'Alphabet', 'period': 'FullTime'}, {'odds_over': '2.00', 'odds_under': '1.94', 'bookmaker_name': 'BetInAsia', 'period': 'FullTime'}, {'odds_over': '1.99', 'odds_under': '1.93', 'bookmaker_name': 'Dafabet', 'period': 'FullTime'}, {'odds_over': '2.00', 'odds_under': '1.91', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}, {'odds_over': '2.00', 'odds_under': '1.80', 'bookmaker_name': 'VOBET', 'period': 'FullTime'}]",https://www.oddsportal.com/football/england/premier-league-2024-2025/newcastle-utd-manchester-city-8MkyzwoT/
2025-08-26 01:11:24 UTC,2024-09-28 14:00:00 UTC,Chelsea,Brighton,Premier League 2024/2025,4,2,"4:2, 0:0",Stamford Bridge,London,England,"[{'odds_over': '1.81', 'odds_under': '2.09', 'bookmaker_name': '10x10bet', 'period': 'FullTime'}, {'odds_over': '1.70', 'odds_under': '2.20', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'odds_over': '1.69', 'odds_under': '2.18', 'bookmaker_name': '22Bet', 'period': 'FullTime'}, {'odds_over': '1.80', 'odds_under': '2.08', 'bookmaker_name': 'Alphabet', 'period': 'FullTime'}, {'odds_over': '1.74', 'odds_under': '2.25', 'bookmaker_name': 'BetInAsia', 'period': 'FullTime'}, {'odds_over': '1.72', 'odds_under': '2.25', 'bookmaker_name': 'Dafabet', 'period': 'FullTime'}, {'odds_over': '1.73', 'odds_under': '2.20', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}, {'odds_over': '1.81', 'odds_under': '2.11', 'bookmaker_name': 'VOBET', 'period': 'FullTime'}]",https://www.oddsportal.com/football/england/premier-league-2024-2025/chelsea-brighton-WQcQHwPp/
