scraped_date,match_date,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,match_url
2025-08-30 20:12:02 UTC,2021-05-14 20:15:00 UTC,Braga,Moreirense,Primeira Liga 2020/2021,2,1,"1:0, 1:1",Estádio Municipal de Braga,Braga,Portugal,https://www.oddsportal.com/football/portugal/primeira-liga-2020-2021/braga-moreirense-hvaio3xR/
2025-08-30 20:12:01 UTC,2021-05-14 18:00:00 UTC,Pacos Ferreira,Gil Vicente,Primeira Liga 2020/2021,0,2,"0:1, 0:1",Estádio da Capital do Móvel,Paos de Ferreira,Portugal,https://www.oddsportal.com/football/portugal/primeira-liga-2020-2021/pacos-ferreira-gil-vicente-4IIdPLF7/
2025-08-30 20:13:35 UTC,2021-05-12 19:15:00 UTC,Vitoria Guimaraes,Famalicao,Primeira Liga 2020/2021,1,2,"1:1, 0:1",Estádio D. Afonso Henriques,Guimares,Portugal,https://www.oddsportal.com/football/portugal/primeira-liga-2020-2021/vitoria-guimaraes-famalicao-W4rcyS82/
2025-08-30 20:13:35 UTC,2021-05-11 19:30:00 UTC,Sporting CP,Boavista,Primeira Liga 2020/2021,1,0,"1:0, 0:0",Estádio José Alvalade,Lisbon,Portugal,https://www.oddsportal.com/football/portugal/primeira-liga-2020-2021/sporting-lisbon-boavista-ILp9YPhL/
2025-08-30 20:15:21 UTC,2021-05-11 15:00:00 UTC,Tondela,BSAD,Primeira Liga 2020/2021,1,3,"1:2, 0:1",Estádio João Cardoso,Tondela,Portugal,https://www.oddsportal.com/football/portugal/primeira-liga-2020-2021/tondela-bsad-Aes1znO8/
2025-08-30 20:15:22 UTC,2021-05-10 19:15:00 UTC,FC Porto,SC Farense,Primeira Liga 2020/2021,5,1,"3:0, 2:1",Estádio do Dragão,Porto,Portugal,https://www.oddsportal.com/football/portugal/primeira-liga-2020-2021/fc-porto-sc-farense-8jPmRsoe/
2025-08-30 20:16:19 UTC,2021-05-10 17:00:00 UTC,Portimonense,Moreirense,Primeira Liga 2020/2021,1,2,"1:1, 0:1",Estádio Municipal de Portimão,Portimo,Portugal,https://www.oddsportal.com/football/portugal/primeira-liga-2020-2021/portimonense-moreirense-UaQqSNVl/
2025-08-30 20:16:19 UTC,2021-05-09 19:00:00 UTC,Gil Vicente,Braga,Primeira Liga 2020/2021,1,1,"1:1, 0:0",Estádio Cidade de Barcelos,Barcelos,Portugal,https://www.oddsportal.com/football/portugal/primeira-liga-2020-2021/gil-vicente-braga-0pzEXq8R/
2025-08-30 20:17:33 UTC,2021-05-09 14:00:00 UTC,Pacos Ferreira,Maritimo,Primeira Liga 2020/2021,1,1,"1:1, 0:0",Estádio da Capital do Móvel,Paos de Ferreira,Portugal,https://www.oddsportal.com/football/portugal/primeira-liga-2020-2021/pacos-ferreira-maritimo-zwRuT3Gr/
2025-08-30 20:17:34 UTC,2021-05-07 20:15:00 UTC,Boavista,Tondela,Primeira Liga 2020/2021,1,1,"0:0, 1:1",Estádio do Bessa Século XXI,Porto,Portugal,https://www.oddsportal.com/football/portugal/primeira-liga-2020-2021/boavista-tondela-Ua4ECrW1/
