scraped_date,match_date,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,match_url
2025-08-30 20:00:57 UTC,2021-05-19 19:00:00 UTC,Moreirense,Famalicao,Primeira Liga 2020/2021,3,0,"2:0, 1:0",Parque Joaquim de Almeida Freitas,Moreira de Conegos,Portugal,https://www.oddsportal.com/football/portugal/primeira-liga-2020-2021/moreirense-famalicao-h2wzwup7/
2025-08-30 20:00:58 UTC,2021-05-19 19:00:00 UTC,Nacional,Rio Ave,Primeira Liga 2020/2021,1,2,"1:0, 0:2",Estádio da Madeira,Funchal,Portugal,https://www.oddsportal.com/football/portugal/primeira-liga-2020-2021/nacional-rio-ave-hGI8iva0/
2025-08-30 20:02:46 UTC,2021-05-19 19:00:00 UTC,Portimonense,Braga,Primeira Liga 2020/2021,0,0,"0:0, 0:0",Estádio Municipal de Portimão,Portimo,Portugal,https://www.oddsportal.com/football/portugal/primeira-liga-2020-2021/portimonense-braga-2RPeftFs/
2025-08-30 20:02:47 UTC,2021-05-19 19:00:00 UTC,Santa Clara,SC Farense,Primeira Liga 2020/2021,4,0,"2:0, 2:0",Estádio de São Miguel,Ponta Delgada,Portugal,https://www.oddsportal.com/football/portugal/primeira-liga-2020-2021/santa-clara-sc-farense-OtE4hKqf/
2025-08-30 20:04:33 UTC,2021-05-19 19:00:00 UTC,Vitoria Guimaraes,Benfica,Primeira Liga 2020/2021,1,3,"0:0, 1:3",Estádio D. Afonso Henriques,Guimares,Portugal,https://www.oddsportal.com/football/portugal/primeira-liga-2020-2021/vitoria-guimaraes-benfica-n1KQa2iK/
2025-08-30 20:04:34 UTC,2021-05-19 17:00:00 UTC,FC Porto,BSAD,Primeira Liga 2020/2021,4,0,"2:0, 2:0",Estádio do Dragão,Porto,Portugal,https://www.oddsportal.com/football/portugal/primeira-liga-2020-2021/fc-porto-bsad-8ALM0rxE/
2025-08-30 20:06:21 UTC,2021-05-18 19:15:00 UTC,Tondela,Pacos Ferreira,Primeira Liga 2020/2021,2,3,"2:2, 0:1",Estádio João Cardoso,Tondela,Portugal,https://www.oddsportal.com/football/portugal/primeira-liga-2020-2021/tondela-pacos-ferreira-WhxvxaaD/
2025-08-30 20:06:24 UTC,2021-05-16 19:00:00 UTC,Maritimo,Vitoria Guimaraes,Primeira Liga 2020/2021,0,0,"0:0, 0:0",Estádio do Marítimo,Funchal,Portugal,https://www.oddsportal.com/football/portugal/primeira-liga-2020-2021/maritimo-vitoria-guimaraes-Em0mnqNK/
2025-08-30 20:09:55 UTC,2021-05-15 14:30:00 UTC,Boavista,Portimonense,Primeira Liga 2020/2021,1,0,"0:0, 1:0",Estádio do Bessa Século XXI,Porto,Portugal,https://www.oddsportal.com/football/portugal/primeira-liga-2020-2021/boavista-portimonense-2DpNus0l/
2025-08-30 20:09:54 UTC,2021-05-15 14:30:00 UTC,SC Farense,Tondela,Primeira Liga 2020/2021,1,0,"0:0, 1:0",Estádio de São Luís,Faro,Portugal,https://www.oddsportal.com/football/portugal/primeira-liga-2020-2021/sc-farense-tondela-buvWwLU0/
