scraped_date,match_date,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,match_url
2025-08-30 22:53:18 UTC,2021-05-19 19:00:00 UTC,Portimonense,Braga,Primeira Liga 2020/2021,0,0,"0:0, 0:0",Estádio Municipal de Portimão,Portimo,Portugal,https://www.oddsportal.com/football/portugal/primeira-liga-2020-2021/portimonense-braga-2RPeftFs/
2025-08-30 22:53:18 UTC,2021-05-19 19:00:00 UTC,Santa Clara,SC Farense,Primeira Liga 2020/2021,4,0,"2:0, 2:0",Estádio de São Miguel,Ponta Delgada,Portugal,https://www.oddsportal.com/football/portugal/primeira-liga-2020-2021/santa-clara-sc-farense-OtE4hKqf/
2025-08-30 23:01:08 UTC,2021-05-11 17:00:00 UTC,Nacional,Benfica,Primeira Liga 2020/2021,1,3,"1:0, 0:3",Estádio da Madeira,Funchal,Portugal,https://www.oddsportal.com/football/portugal/primeira-liga-2020-2021/nacional-benfica-vVo5Z5wF/
2025-08-30 23:01:06 UTC,2021-05-11 15:00:00 UTC,Santa Clara,Rio Ave,Primeira Liga 2020/2021,1,0,"0:0, 1:0",Estádio de São Miguel,Ponta Delgada,Portugal,https://www.oddsportal.com/football/portugal/primeira-liga-2020-2021/santa-clara-rio-ave-QRJhQ101/
2025-08-30 23:06:57 UTC,2021-05-06 17:30:00 UTC,Benfica,FC Porto,Primeira Liga 2020/2021,1,1,"1:0, 0:1",Estádio da Luz,Lisbon,Portugal,https://www.oddsportal.com/football/portugal/primeira-liga-2020-2021/benfica-fc-porto-rq22Fpnq/
2025-08-30 23:06:57 UTC,2021-05-06 16:00:00 UTC,BSAD,Portimonense,Primeira Liga 2020/2021,1,0,"1:0, 0:0",Estádio Nacional do Jamor,Lisbon - Oeiras,Portugal,https://www.oddsportal.com/football/portugal/primeira-liga-2020-2021/bsad-portimonense-MZ06E41k/
2025-08-30 23:12:11 UTC,2021-04-30 20:15:00 UTC,FC Porto,Famalicao,Primeira Liga 2020/2021,3,2,"1:1, 2:1",Estádio do Dragão,Porto,Portugal,https://www.oddsportal.com/football/portugal/primeira-liga-2020-2021/fc-porto-famalicao-dEjnNylh/
2025-08-30 23:12:11 UTC,2021-04-30 18:00:00 UTC,Tondela,Benfica,Primeira Liga 2020/2021,0,2,"0:2, 0:0",Estádio João Cardoso,Tondela,Portugal,https://www.oddsportal.com/football/portugal/primeira-liga-2020-2021/tondela-benfica-WWraKZXA/
2025-08-30 23:15:28 UTC,2021-04-29 19:30:00 UTC,Maritimo,Braga,Primeira Liga 2020/2021,1,0,"0:0, 1:0",Estádio do Marítimo,Funchal,Portugal,https://www.oddsportal.com/football/portugal/primeira-liga-2020-2021/maritimo-braga-xUo7ID2N/
2025-08-30 23:15:27 UTC,2021-04-27 20:45:00 UTC,SC Farense,Portimonense,Primeira Liga 2020/2021,1,1,"1:0, 0:1",Estádio de São Luís,Faro,Portugal,https://www.oddsportal.com/football/portugal/primeira-liga-2020-2021/sc-farense-portimonense-McZZJ5MU/
2025-08-30 23:17:15 UTC,2021-04-26 20:15:00 UTC,Moreirense,FC Porto,Primeira Liga 2020/2021,1,1,"1:0, 0:1",Parque Joaquim de Almeida Freitas,Moreira de Conegos,Portugal,https://www.oddsportal.com/football/portugal/primeira-liga-2020-2021/moreirense-fc-porto-r7zWKo7O/
2025-08-30 23:17:14 UTC,2021-04-26 18:00:00 UTC,Benfica,Santa Clara,Primeira Liga 2020/2021,2,1,"1:0, 1:1",Estádio da Luz,Lisbon,Portugal,https://www.oddsportal.com/football/portugal/primeira-liga-2020-2021/benfica-santa-clara-ERnJNmN5/
2025-08-30 23:19:01 UTC,2021-04-26 18:00:00 UTC,Famalicao,Tondela,Primeira Liga 2020/2021,2,2,"2:2, 0:0",Estadio Municipal de Famalicao,Vila Nova de Famalicao,Portugal,https://www.oddsportal.com/football/portugal/primeira-liga-2020-2021/famalicao-tondela-2iirOHYo/
