scraped_date,match_date,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,match_url
2025-08-31 02:39:46 UTC,2022-05-29 16:30:00 UTC,Aalborg,Viborg,Superliga 2021/2022,1,2,"1:1, 0:0, 0:0, 1:3",Aalborg Portland Park,Aalborg,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/aalborg-viborg-l8i716G4/
2025-08-31 02:39:46 UTC,2022-05-22 15:00:00 UTC,Brondby,Silkeborg,Superliga 2021/2022,2,1,"1:0, 1:1",Brøndby Stadion,Brondby,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/brondby-silkeborg-65HeakaH/
2025-08-31 02:41:35 UTC,2022-05-22 15:00:00 UTC,FC Copenhagen,Aalborg,Superliga 2021/2022,3,0,"2:0, 1:0",Parken Stadium,Copenhagen,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/fc-copenhagen-aalborg-buEm1BU4/
2025-08-31 02:41:34 UTC,2022-05-22 15:00:00 UTC,Midtjylland,Randers FC,Superliga 2021/2022,3,2,"2:1, 1:1",MCH Arena,Herning,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/midtjylland-randers-fc-xWCi0VqB/
2025-08-31 02:43:59 UTC,2022-05-21 15:00:00 UTC,Aarhus,Nordsjaelland,Superliga 2021/2022,2,2,"1:1, 1:1",Ceres Park,Aarhus,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/aarhus-nordsjaelland-b17SIzd7/
2025-08-31 02:43:59 UTC,2022-05-21 15:00:00 UTC,Sonderjyske,Viborg,Superliga 2021/2022,0,2,"0:1, 0:1",Haderslev Football Stadium,Haderslev,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/sonderjyske-viborg-E9kFtvlE/
2025-08-31 02:46:24 UTC,2022-05-21 15:00:00 UTC,Vejle,Odense,Superliga 2021/2022,2,1,"0:1, 2:0",Vejle Stadion,Vejle,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/vejle-odense-C4BWHfBD/
2025-08-31 02:46:24 UTC,2022-05-16 17:00:00 UTC,Silkeborg,Midtjylland,Superliga 2021/2022,1,4,"0:1, 1:3",Jysk Park,Silkeborg,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/silkeborg-midtjylland-GGOr2iFb/
2025-08-31 02:48:48 UTC,2022-05-15 18:00:00 UTC,Viborg,Aarhus,Superliga 2021/2022,1,0,"1:0, 0:0",Energi Viborg Arena,Viborg,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/viborg-aarhus-4v8OJGt1/
2025-08-31 02:48:48 UTC,2022-05-15 16:00:00 UTC,Aalborg,Brondby,Superliga 2021/2022,1,3,"0:1, 1:2",Aalborg Portland Park,Aalborg,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/aalborg-brondby-2DKv3Xah/
2025-08-31 02:54:01 UTC,2022-05-11 16:00:00 UTC,Sonderjyske,Nordsjaelland,Superliga 2021/2022,1,1,"0:0, 1:1",Haderslev Football Stadium,Haderslev,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/sonderjyske-nordsjaelland-0nRouRC9/
2025-08-31 02:54:02 UTC,2022-05-09 17:00:00 UTC,Viborg,Vejle,Superliga 2021/2022,2,2,"0:1, 2:1",Energi Viborg Arena,Viborg,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/viborg-vejle-INyst7c3/
2025-08-31 02:56:27 UTC,2022-05-08 18:00:00 UTC,Aarhus,Sonderjyske,Superliga 2021/2022,1,1,"0:1, 1:0",Ceres Park,Aarhus,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/aarhus-sonderjyske-vXxwsmrc/
2025-08-31 02:56:26 UTC,2022-05-08 16:00:00 UTC,Aalborg,Midtjylland,Superliga 2021/2022,1,2,"0:2, 1:0",Aalborg Portland Park,Aalborg,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/aalborg-midtjylland-YyVPoWUH/
2025-08-31 02:59:06 UTC,2022-05-06 17:00:00 UTC,Silkeborg,Randers FC,Superliga 2021/2022,1,0,"0:0, 1:0",Jysk Park,Silkeborg,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/silkeborg-randers-fc-xAyHmh05/
2025-08-31 02:59:06 UTC,2022-05-02 17:00:00 UTC,Silkeborg,Aalborg,Superliga 2021/2022,4,2,"2:2, 2:0",Jysk Park,Silkeborg,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/silkeborg-aalborg-bJxDlYpa/
2025-08-31 03:01:32 UTC,2022-05-01 16:00:00 UTC,Midtjylland,FC Copenhagen,Superliga 2021/2022,0,0,"0:0, 0:0",MCH Arena,Herning,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/midtjylland-fc-copenhagen-UqY8kEVh/
2025-08-31 03:01:33 UTC,2022-05-01 14:00:00 UTC,Randers FC,Brondby,Superliga 2021/2022,2,1,"1:1, 1:0",Cepheus Park,Randers,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/randers-fc-brondby-jgZ4jfGn/
2025-08-31 03:03:19 UTC,2022-05-01 12:00:00 UTC,Odense,Aarhus,Superliga 2021/2022,1,0,"1:0, 0:0",Nature Energy Park,Odense,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/odense-aarhus-U1enKPzp/
2025-08-31 03:03:20 UTC,2022-05-01 12:00:00 UTC,Vejle,Sonderjyske,Superliga 2021/2022,0,3,"0:2, 0:1",Vejle Stadion,Vejle,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/vejle-sonderjyske-CQpiJqjj/
2025-08-31 03:05:58 UTC,2022-04-24 16:00:00 UTC,Aarhus,Odense,Superliga 2021/2022,1,2,"1:0, 0:2",Ceres Park,Aarhus,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/aarhus-odense-0n5GPoDM/
2025-08-31 03:05:58 UTC,2022-04-24 14:00:00 UTC,FC Copenhagen,Randers FC,Superliga 2021/2022,0,1,"0:0, 0:1",Parken Stadium,Copenhagen,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/fc-copenhagen-randers-fc-8Uq0iz1t/
2025-08-31 03:08:23 UTC,2022-04-24 12:00:00 UTC,Aalborg,Silkeborg,Superliga 2021/2022,1,2,"1:1, 0:1",Aalborg Portland Park,Aalborg,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/aalborg-silkeborg-CA2X82WD/
