scraped_date,match_date,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,match_url
2025-08-30 21:05:01 UTC,2021-05-28 17:00:00 UTC,Aarhus,Aalborg,Superliga 2020/2021,3,2,"1:0, 0:1, 1:1, 3:1",Ceres Park,Aarhus,Denmark,https://www.oddsportal.com/football/denmark/superliga-2020-2021/aarhus-aalborg-fVVU30jP/
2025-08-30 21:05:02 UTC,2021-05-24 15:00:00 UTC,Brondby,Nordsjaelland,Superliga 2020/2021,2,0,"1:0, 1:0",Brøndby Stadion,Brondby,Denmark,https://www.oddsportal.com/football/denmark/superliga-2020-2021/brondby-nordsjaelland-653vbvBQ/
2025-08-30 21:07:28 UTC,2021-05-24 15:00:00 UTC,Midtjylland,Aarhus,Superliga 2020/2021,4,0,"2:0, 2:0",MCH Arena,Herning,Denmark,https://www.oddsportal.com/football/denmark/superliga-2020-2021/midtjylland-aarhus-jwuBhIYm/
2025-08-30 21:07:27 UTC,2021-05-24 15:00:00 UTC,Randers FC,FC Copenhagen,Superliga 2020/2021,2,1,"0:0, 2:1",Cepheus Park,Randers,Denmark,https://www.oddsportal.com/football/denmark/superliga-2020-2021/randers-fc-fc-copenhagen-dzrJjd30/
2025-08-30 21:09:52 UTC,2021-05-24 12:00:00 UTC,Odense,Horsens,Superliga 2020/2021,4,0,"2:0, 2:0",Nature Energy Park,Odense,Denmark,https://www.oddsportal.com/football/denmark/superliga-2020-2021/odense-horsens-GYHFx1JT/
2025-08-30 21:10:06 UTC,2021-05-24 12:00:00 UTC,Vejle,Lyngby,Superliga 2020/2021,2,2,"1:2, 1:0",Vejle Stadion,Vejle,Denmark,https://www.oddsportal.com/football/denmark/superliga-2020-2021/vejle-lyngby-Mc3Cws4N/
2025-08-30 21:11:40 UTC,2021-05-20 18:00:00 UTC,Aarhus,Brondby,Superliga 2020/2021,1,2,"1:1, 0:1",Ceres Park,Aarhus,Denmark,https://www.oddsportal.com/football/denmark/superliga-2020-2021/aarhus-brondby-bu0Wa0tE/
2025-08-30 21:12:46 UTC,2021-05-20 16:00:00 UTC,Lyngby,Odense,Superliga 2020/2021,1,2,"0:1, 1:1",Lyngby Stadion,Kongens Lyngby,Denmark,https://www.oddsportal.com/football/denmark/superliga-2020-2021/lyngby-odense-0rF3u3ZA/
2025-08-30 21:14:35 UTC,2021-05-19 16:00:00 UTC,Nordsjaelland,Randers FC,Superliga 2020/2021,2,1,"2:1, 0:0",Right to Dream Park,Farum,Denmark,https://www.oddsportal.com/football/denmark/superliga-2020-2021/nordsjaelland-randers-fc-AJJyvJJf/
2025-08-30 21:14:33 UTC,2021-05-19 16:00:00 UTC,Aalborg,Vejle,Superliga 2020/2021,2,1,"0:1, 2:0",Aalborg Portland Park,Aalborg,Denmark,https://www.oddsportal.com/football/denmark/superliga-2020-2021/aalborg-vejle-hIBesP4b/
2025-08-30 21:16:21 UTC,2021-05-16 16:00:00 UTC,Aarhus,Nordsjaelland,Superliga 2020/2021,3,1,"2:1, 1:0",Nordstern Arena Horsens,Horsens,Denmark,https://www.oddsportal.com/football/denmark/superliga-2020-2021/aarhus-nordsjaelland-46lytukr/
2025-08-30 21:17:13 UTC,2021-05-16 14:00:00 UTC,FC Copenhagen,Brondby,Superliga 2020/2021,2,1,"1:1, 1:0",Parken Stadium,Copenhagen,Denmark,https://www.oddsportal.com/football/denmark/superliga-2020-2021/fc-copenhagen-brondby-b7M3bm59/
2025-08-30 21:18:28 UTC,2021-05-16 12:00:00 UTC,Aalborg,Horsens,Superliga 2020/2021,1,1,"0:1, 1:0",Aalborg Portland Park,Aalborg,Denmark,https://www.oddsportal.com/football/denmark/superliga-2020-2021/aalborg-horsens-djInqozn/
2025-08-30 21:19:51 UTC,2021-05-14 17:00:00 UTC,Vejle,Odense,Superliga 2020/2021,2,2,"2:1, 0:1",Vejle Stadion,Vejle,Denmark,https://www.oddsportal.com/football/denmark/superliga-2020-2021/vejle-odense-IaJrpRKu/
2025-08-30 21:20:34 UTC,2021-05-10 17:00:00 UTC,Nordsjaelland,FC Copenhagen,Superliga 2020/2021,2,2,"0:0, 2:2",Right to Dream Park,Farum,Denmark,https://www.oddsportal.com/football/denmark/superliga-2020-2021/nordsjaelland-fc-copenhagen-Aot9x6rj/
2025-08-30 21:23:22 UTC,2021-05-07 17:00:00 UTC,Odense,Aalborg,Superliga 2020/2021,1,0,"1:0, 0:0",Nature Energy Park,Odense,Denmark,https://www.oddsportal.com/football/denmark/superliga-2020-2021/odense-aalborg-nukUQ3KH/
2025-08-30 21:23:22 UTC,2021-05-03 17:00:00 UTC,FC Copenhagen,Aarhus,Superliga 2020/2021,3,2,"3:0, 0:2",Parken Stadium,Copenhagen,Denmark,https://www.oddsportal.com/football/denmark/superliga-2020-2021/fc-copenhagen-aarhus-Ol8LoAL3/
2025-08-30 21:24:45 UTC,2021-05-02 16:00:00 UTC,Midtjylland,Nordsjaelland,Superliga 2020/2021,3,0,"2:0, 1:0",MCH Arena,Herning,Denmark,https://www.oddsportal.com/football/denmark/superliga-2020-2021/midtjylland-nordsjaelland-GO4DmWji/
2025-08-30 21:24:45 UTC,2021-05-02 14:00:00 UTC,Randers FC,Brondby,Superliga 2020/2021,4,2,"1:1, 3:1",Cepheus Park,Randers,Denmark,https://www.oddsportal.com/football/denmark/superliga-2020-2021/randers-fc-brondby-zTRQPSbp/
