scraped_date,match_date,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,match_url
2025-08-31 00:50:52 UTC,2022-05-22 15:00:00 UTC,FC Copenhagen,Aalborg,Superliga 2021/2022,3,0,"2:0, 1:0",Parken Stadium,Copenhagen,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/fc-copenhagen-aalborg-buEm1BU4/
2025-08-31 00:50:52 UTC,2022-05-22 15:00:00 UTC,Midtjylland,Randers FC,Superliga 2021/2022,3,2,"2:1, 1:1",MCH Arena,Herning,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/midtjylland-randers-fc-xWCi0VqB/
2025-08-31 00:52:39 UTC,2022-05-21 15:00:00 UTC,Aarhus,Nordsjaelland,Superliga 2021/2022,2,2,"1:1, 1:1",Ceres Park,Aarhus,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/aarhus-nordsjaelland-b17SIzd7/
2025-08-31 00:52:39 UTC,2022-05-21 15:00:00 UTC,Sonderjyske,Viborg,Superliga 2021/2022,0,2,"0:1, 0:1",Haderslev Football Stadium,Haderslev,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/sonderjyske-viborg-E9kFtvlE/
2025-08-31 00:54:26 UTC,2022-05-21 15:00:00 UTC,Vejle,Odense,Superliga 2021/2022,2,1,"0:1, 2:0",Vejle Stadion,Vejle,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/vejle-odense-C4BWHfBD/
2025-08-31 00:54:26 UTC,2022-05-16 17:00:00 UTC,Silkeborg,Midtjylland,Superliga 2021/2022,1,4,"0:1, 1:3",Jysk Park,Silkeborg,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/silkeborg-midtjylland-GGOr2iFb/
2025-08-31 00:56:15 UTC,2022-05-15 18:00:00 UTC,Viborg,Aarhus,Superliga 2021/2022,1,0,"1:0, 0:0",Energi Viborg Arena,Viborg,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/viborg-aarhus-4v8OJGt1/
2025-08-31 00:56:13 UTC,2022-05-15 16:00:00 UTC,Aalborg,Brondby,Superliga 2021/2022,1,3,"0:1, 1:2",Aalborg Portland Park,Aalborg,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/aalborg-brondby-2DKv3Xah/
2025-08-31 00:58:29 UTC,2022-05-15 14:00:00 UTC,Randers FC,FC Copenhagen,Superliga 2021/2022,0,2,"0:0, 0:2",Cepheus Park,Randers,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/randers-fc-fc-copenhagen-8jLz4Dpn/
2025-08-31 00:58:29 UTC,2022-05-15 12:00:00 UTC,Nordsjaelland,Vejle,Superliga 2021/2022,2,1,"2:1, 0:0",Right to Dream Park,Farum,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/nordsjaelland-vejle-pxhNLxCl/
2025-08-31 01:00:26 UTC,2022-05-12 16:00:00 UTC,Odense,Viborg,Superliga 2021/2022,1,1,"1:1, 0:0",Nature Energy Park,Odense,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/odense-viborg-6ogJMIdr/
2025-08-31 01:00:26 UTC,2022-05-12 16:00:00 UTC,Vejle,Aarhus,Superliga 2021/2022,1,0,"1:0, 0:0",Vejle Stadion,Vejle,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/vejle-aarhus-EkVkvoSF/
2025-08-31 01:01:30 UTC,2022-05-11 18:00:00 UTC,FC Copenhagen,Silkeborg,Superliga 2021/2022,2,1,"1:0, 1:1",Parken Stadium,Copenhagen,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/fc-copenhagen-silkeborg-6kTXqAaU/
2025-08-31 01:01:31 UTC,2022-05-11 16:00:00 UTC,Randers FC,Aalborg,Superliga 2021/2022,2,2,"0:1, 2:1",Cepheus Park,Randers,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/randers-fc-aalborg-SbUTpjpO/
2025-08-31 01:03:56 UTC,2022-05-11 16:00:00 UTC,Sonderjyske,Nordsjaelland,Superliga 2021/2022,1,1,"0:0, 1:1",Haderslev Football Stadium,Haderslev,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/sonderjyske-nordsjaelland-0nRouRC9/
2025-08-31 01:03:57 UTC,2022-05-09 17:00:00 UTC,Viborg,Vejle,Superliga 2021/2022,2,2,"0:1, 2:1",Energi Viborg Arena,Viborg,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/viborg-vejle-INyst7c3/
2025-08-31 01:05:33 UTC,2022-05-08 18:00:00 UTC,Aarhus,Sonderjyske,Superliga 2021/2022,1,1,"0:1, 1:0",Ceres Park,Aarhus,Denmark,https://www.oddsportal.com/football/denmark/superliga-2021-2022/aarhus-sonderjyske-vXxwsmrc/
