scraped_date,match_date,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,over_under_3_market
2025-08-21 08:38:36 UTC,2019-08-09 18:45:00 UTC,Monaco,Lyon,Ligue 1 2019/2020,0,3,"0:2, 0:1",Stade Louis II,Monaco,France,"[{'odds_over': '2.35', 'odds_under': '1.58', 'bookmaker_name': 'LV BET', 'period': 'FullTime'}]"
2025-08-21 08:01:30 UTC,2019-08-10 15:30:00 UTC,Marseille,Reims,Ligue 1 2019/2020,0,2,"0:0, 0:2",Stade Vélodrome,Marseille,France,"[{'odds_over': '2.95', 'odds_under': '1.40', 'bookmaker_name': 'LV BET', 'period': 'FullTime'}]"
2025-08-21 08:04:22 UTC,2019-08-10 18:00:00 UTC,Brest,Toulouse,Ligue 1 2019/2020,1,1,"1:0, 0:1",Stade Francis-Le Blé,Brest,France,"[{'odds_over': '2.90', 'odds_under': '1.41', 'bookmaker_name': 'LV BET', 'period': 'FullTime'}]"
2025-08-21 08:11:17 UTC,2019-08-10 18:00:00 UTC,Angers,Bordeaux,Ligue 1 2019/2020,3,1,"3:1, 0:0",Stade Raymond-Kopa,Angers,France,"[{'odds_over': '4.25', 'odds_under': '1.21', 'bookmaker_name': 'LV BET', 'period': 'FullTime'}]"
2025-08-21 08:16:12 UTC,2019-08-10 18:00:00 UTC,Montpellier,Rennes,Ligue 1 2019/2020,0,1,"0:1, 0:0",Stade de la Mosson,Montpellier,France,"[{'odds_over': '3.35', 'odds_under': '1.31', 'bookmaker_name': 'LV BET', 'period': 'FullTime'}]"
2025-08-21 08:17:15 UTC,2019-08-10 18:00:00 UTC,Nice,Amiens,Ligue 1 2019/2020,2,1,"1:0, 1:1",Allianz Riviera,Nice,France,"[{'odds_over': '4.40', 'odds_under': '1.21', 'bookmaker_name': 'LV BET', 'period': 'FullTime'}]"
2025-08-21 08:45:24 UTC,2019-08-10 18:00:00 UTC,Dijon,St Etienne,Ligue 1 2019/2020,1,2,"1:2, 0:0",Stade Gaston Gérard,Dijon,France,"[{'odds_over': '2.80', 'odds_under': '1.43', 'bookmaker_name': 'LV BET', 'period': 'FullTime'}]"
2025-08-21 08:20:31 UTC,2019-08-11 13:00:00 UTC,Lille,Nantes,Ligue 1 2019/2020,2,1,"1:0, 1:1",Stade Pierre-Mauroy,Villeneuve d'Ascq,France,"[{'odds_over': '3.50', 'odds_under': '1.30', 'bookmaker_name': 'LV BET', 'period': 'FullTime'}]"
2025-08-21 07:43:36 UTC,2019-08-11 15:00:00 UTC,Strasbourg,Metz,Ligue 1 2019/2020,1,1,"1:0, 0:1",Stade de la Meinau,Strasbourg,France,"[{'odds_over': '4.25', 'odds_under': '1.21', 'bookmaker_name': 'LV BET', 'period': 'FullTime'}]"
2025-08-21 08:29:55 UTC,2019-08-11 19:00:00 UTC,PSG,Nimes,Ligue 1 2019/2020,3,0,"1:0, 2:0",Parc des Princes,Paris,France,"[{'odds_over': '1.31', 'odds_under': '3.45', 'bookmaker_name': 'LV BET', 'period': 'FullTime'}]"
2025-08-21 08:14:30 UTC,2019-08-16 18:45:00 UTC,Lyon,Angers,Ligue 1 2019/2020,6,0,"3:0, 3:0",Parc Olympique Lyonnais,Lyon,France,"[{'odds_over': '2.01', 'odds_under': '1.80', 'bookmaker_name': 'LV BET', 'period': 'FullTime'}]"
2025-08-21 07:58:14 UTC,2019-08-17 15:30:00 UTC,Nantes,Marseille,Ligue 1 2019/2020,0,0,"0:0, 0:0",Stade de la Beaujoire,Nantes,France,"[{'odds_over': '3.20', 'odds_under': '1.35', 'bookmaker_name': 'LV BET', 'period': 'FullTime'}]"
2025-08-21 08:06:12 UTC,2019-08-17 18:00:00 UTC,Nimes,Nice,Ligue 1 2019/2020,1,2,"1:2, 0:0",Stade des Costières,Nîmes,France,"[{'odds_over': '3.00', 'odds_under': '1.37', 'bookmaker_name': 'LV BET', 'period': 'FullTime'}]"
2025-08-21 08:27:01 UTC,2019-08-17 18:00:00 UTC,Amiens,Lille,Ligue 1 2019/2020,1,0,"0:0, 1:0",Stade de la Licorne,Amiens,France,"[{'odds_over': '3.65', 'odds_under': '1.27', 'bookmaker_name': 'LV BET', 'period': 'FullTime'}]"
2025-08-21 08:29:32 UTC,2019-08-17 18:00:00 UTC,Bordeaux,Montpellier,Ligue 1 2019/2020,1,1,"0:1, 1:0",Stade Atlantique,Bordeaux,France,"[{'odds_over': '4.15', 'odds_under': '1.23', 'bookmaker_name': 'LV BET', 'period': 'FullTime'}]"
2025-08-21 08:33:54 UTC,2019-08-17 18:00:00 UTC,Toulouse,Dijon,Ligue 1 2019/2020,1,0,"0:0, 1:0",Stadium de Toulouse,Toulouse,France,"[{'odds_over': '2.85', 'odds_under': '1.42', 'bookmaker_name': 'LV BET', 'period': 'FullTime'}]"
2025-08-21 08:36:44 UTC,2019-08-17 18:00:00 UTC,Metz,Monaco,Ligue 1 2019/2020,3,0,"1:0, 2:0",Stade Saint-Symphorien,Metz,France,"[{'odds_over': '3.60', 'odds_under': '1.29', 'bookmaker_name': 'LV BET', 'period': 'FullTime'}]"
2025-08-21 08:12:22 UTC,2019-08-18 13:00:00 UTC,St Etienne,Brest,Ligue 1 2019/2020,1,1,"0:1, 1:0",Stade Geoffroy-Guichard,Saint-Étienne,France,"[{'odds_over': '2.35', 'odds_under': '1.59', 'bookmaker_name': 'LV BET', 'period': 'FullTime'}]"
2025-08-21 08:01:11 UTC,2019-08-18 15:00:00 UTC,Reims,Strasbourg,Ligue 1 2019/2020,0,0,"0:0, 0:0",Stade Auguste-Delaune,Reims,France,"[{'odds_over': '3.75', 'odds_under': '1.27', 'bookmaker_name': 'LV BET', 'period': 'FullTime'}]"
