scraped_date,match_date,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,over_under_3_market,match_url
2025-08-26 01:25:26 UTC,2022-03-19 17:00:00 UTC,Inter,Fiorentina,Serie A 2021/2022,1,1,"0:0, 1:1",Stadio Giuseppe Meazza (San Siro),Milan,Italy,[],https://www.oddsportal.com/football/italy/serie-a-2021-2022/inter-fiorentina-YiHxnqYG/
2025-08-26 01:25:26 UTC,2022-05-01 10:30:00 UTC,Juventus,Venezia,Serie A 2021/2022,2,1,"1:0, 1:1",Allianz Stadium,Turin,Italy,[],https://www.oddsportal.com/football/italy/serie-a-2021-2022/juventus-venezia-tKm7G60M/
2025-08-26 01:25:26 UTC,2022-05-22 16:00:00 UTC,Sassuolo,AC Milan,Serie A 2021/2022,0,3,"0:3, 0:0",Mapei Stadium – Città del Tricolore,Reggio Emilia,Italy,[],https://www.oddsportal.com/football/italy/serie-a-2021-2022/sassuolo-ac-milan-EqMunbj7/
2025-08-26 01:25:26 UTC,2022-01-21 19:45:00 UTC,Verona,Bologna,Serie A 2021/2022,2,1,"1:1, 1:0",Stadio Marc'Antonio Bentegodi,Verona,Italy,[],https://www.oddsportal.com/football/italy/serie-a-2021-2022/verona-bologna-I7FfhjK9/
2025-08-26 01:27:14 UTC,2022-05-14 16:00:00 UTC,Udinese,Spezia,Serie A 2021/2022,2,3,"1:2, 1:1",Bluenergy Stadium - Stadio Friuli,Udine,Italy,[],https://www.oddsportal.com/football/italy/serie-a-2021-2022/udinese-spezia-C2UldrEE/
2025-08-26 01:27:12 UTC,2021-12-18 19:45:00 UTC,Cagliari,Udinese,Serie A 2021/2022,0,4,"0:2, 0:2",Unipol Domus,Cagliari,Italy,[],https://www.oddsportal.com/football/italy/serie-a-2021-2022/cagliari-udinese-KxR2889E/
2025-08-26 01:27:16 UTC,2022-01-06 11:30:00 UTC,Sampdoria,Cagliari,Serie A 2021/2022,1,2,"1:0, 0:2",Stadio Luigi Ferraris,Genoa,Italy,[],https://www.oddsportal.com/football/italy/serie-a-2021-2022/sampdoria-cagliari-4UYBCE6H/
2025-08-26 01:27:15 UTC,2021-11-30 17:30:00 UTC,Atalanta,Venezia,Serie A 2021/2022,4,0,"2:0, 2:0",Gewiss Stadium,Bergamo,Italy,[],https://www.oddsportal.com/football/italy/serie-a-2021-2022/atalanta-venezia-YmshPckU/
2025-08-26 01:29:23 UTC,2021-09-18 18:45:00 UTC,Salernitana,Atalanta,Serie A 2021/2022,0,1,"0:0, 0:1",Stadio Arechi,Salerno,Italy,[],https://www.oddsportal.com/football/italy/serie-a-2021-2022/salernitana-atalanta-hML1YiZD/
2025-08-26 01:29:24 UTC,2022-05-06 19:00:00 UTC,Genoa,Juventus,Serie A 2021/2022,2,1,"0:0, 2:1",Stadio Luigi Ferraris,Genoa,Italy,[],https://www.oddsportal.com/football/italy/serie-a-2021-2022/genoa-juventus-WOpYU5FF/
2025-08-26 01:29:39 UTC,2022-04-03 13:00:00 UTC,Atalanta,Napoli,Serie A 2021/2022,1,3,"0:2, 1:1",Gewiss Stadium,Bergamo,Italy,[],https://www.oddsportal.com/football/italy/serie-a-2021-2022/atalanta-napoli-hdl324Ic/
2025-08-26 01:30:05 UTC,2022-01-23 17:00:00 UTC,Empoli,AS Roma,Serie A 2021/2022,2,4,"0:4, 2:0",Stadio Carlo Castellani,Empoli,Italy,[],https://www.oddsportal.com/football/italy/serie-a-2021-2022/empoli-as-roma-MuMofCkc/
2025-08-26 01:31:48 UTC,2022-01-17 17:30:00 UTC,AC Milan,Spezia,Serie A 2021/2022,1,2,"1:0, 0:2",Stadio Giuseppe Meazza (San Siro),Milan,Italy,[],https://www.oddsportal.com/football/italy/serie-a-2021-2022/ac-milan-spezia-zVpHvXkA/
2025-08-26 01:31:40 UTC,2021-12-18 14:00:00 UTC,Atalanta,AS Roma,Serie A 2021/2022,1,4,"1:2, 0:2",Gewiss Stadium,Bergamo,Italy,[],https://www.oddsportal.com/football/italy/serie-a-2021-2022/atalanta-as-roma-tfMNp5H7/
2025-08-26 01:31:52 UTC,2022-03-20 17:00:00 UTC,AS Roma,Lazio,Serie A 2021/2022,3,0,"3:0, 0:0",Stadio Olimpico,Rome,Italy,[],https://www.oddsportal.com/football/italy/serie-a-2021-2022/as-roma-lazio-nacDusBp/
2025-08-26 01:32:19 UTC,2022-03-20 14:00:00 UTC,Juventus,Salernitana,Serie A 2021/2022,2,0,"2:0, 0:0",Allianz Stadium,Turin,Italy,[],https://www.oddsportal.com/football/italy/serie-a-2021-2022/juventus-salernitana-SEGto3mN/
2025-08-26 01:33:36 UTC,2022-02-26 19:45:00 UTC,Sassuolo,Fiorentina,Serie A 2021/2022,2,1,"1:0, 1:1",Mapei Stadium – Città del Tricolore,Reggio Emilia,Italy,[],https://www.oddsportal.com/football/italy/serie-a-2021-2022/sassuolo-fiorentina-tOyj7m5I/
