scraped_date,match_date,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,match_url
2025-08-30 20:52:19 UTC,2021-05-23 19:00:00 UTC,Sevilla,Alaves,LaLiga 2020/2021,1,0,"0:0, 1:0",Estadio Ramón Sánchez Pizjuán,Sevilla,Spain,https://www.oddsportal.com/football/spain/laliga-2020-2021/sevilla-alaves-IyuY2fCD/
2025-08-30 20:52:21 UTC,2021-05-23 16:30:00 UTC,Granada CF,Getafe,LaLiga 2020/2021,0,0,"0:0, 0:0",Estadio Nuevo Los Cármenes,Granada,Spain,https://www.oddsportal.com/football/spain/laliga-2020-2021/granada-cf-getafe-A5lD7Icr/
2025-08-30 20:55:20 UTC,2021-05-22 16:00:00 UTC,Huesca,Valencia,LaLiga 2020/2021,0,0,"0:0, 0:0",Estadio El Alcoraz,Huesca,Spain,https://www.oddsportal.com/football/spain/laliga-2020-2021/huesca-valencia-ldmH6xDl/
2025-08-30 20:56:27 UTC,2021-05-22 16:00:00 UTC,Osasuna,Real Sociedad,LaLiga 2020/2021,0,1,"0:0, 0:1",Estadio El Sadar,Pamplona,Spain,https://www.oddsportal.com/football/spain/laliga-2020-2021/osasuna-real-sociedad-pOtQ4Gs1/
2025-08-30 20:57:07 UTC,2021-05-22 16:00:00 UTC,Real Madrid,Villarreal,LaLiga 2020/2021,2,1,"0:1, 2:0",Alfredo di Stéfano Stadium,Madrid,Spain,https://www.oddsportal.com/football/spain/laliga-2020-2021/real-madrid-villarreal-votU3zc7/
2025-08-30 20:59:22 UTC,2021-05-21 19:00:00 UTC,Levante,Cadiz CF,LaLiga 2020/2021,2,2,"1:2, 1:0",Estadi Ciutat de València,Valencia,Spain,https://www.oddsportal.com/football/spain/laliga-2020-2021/levante-cadiz-WKxM5dSf/
2025-08-30 20:59:06 UTC,2021-05-16 16:30:00 UTC,Alaves,Granada CF,LaLiga 2020/2021,4,2,"2:1, 2:1",Estadio Mendizorrotza,Vitoria-Gasteiz,Spain,https://www.oddsportal.com/football/spain/laliga-2020-2021/alaves-granada-cf-v3Za01jF/
2025-08-30 21:00:17 UTC,2021-05-16 16:30:00 UTC,Ath Bilbao,Real Madrid,LaLiga 2020/2021,0,1,"0:0, 0:1",Estadio San Mamés,Bilbao,Spain,https://www.oddsportal.com/football/spain/laliga-2020-2021/ath-bilbao-real-madrid-IgY3aL5L/
2025-08-30 21:00:53 UTC,2021-05-16 16:30:00 UTC,Atl. Madrid,Osasuna,LaLiga 2020/2021,2,1,"0:0, 2:1",Metropolitano Stadium,Madrid,Spain,https://www.oddsportal.com/football/spain/laliga-2020-2021/atl-madrid-osasuna-0IN8buLR/
2025-08-30 21:01:12 UTC,2021-05-16 16:30:00 UTC,Barcelona,Celta Vigo,LaLiga 2020/2021,1,2,"1:1, 0:1",Camp Nou,Barcelona,Spain,https://www.oddsportal.com/football/spain/laliga-2020-2021/barcelona-celta-vigo-MLTZgaTr/
2025-08-30 21:03:07 UTC,2021-05-16 16:30:00 UTC,Getafe,Levante,LaLiga 2020/2021,2,1,"1:1, 1:0",Coliseum,Getafe,Spain,https://www.oddsportal.com/football/spain/laliga-2020-2021/getafe-levante-fZRshwbe/
2025-08-30 21:04:23 UTC,2021-05-16 16:30:00 UTC,Valencia,Eibar,LaLiga 2020/2021,4,1,"3:1, 1:0",Estadio de Mestalla,Valencia,Spain,https://www.oddsportal.com/football/spain/laliga-2020-2021/valencia-eibar-449YE058/
