scraped_date,match_date,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,match_url
2025-08-31 02:06:01 UTC,2022-05-29 16:00:00 UTC,Den Haag,Excelsior,Eredivisie 2021/2022,4,5,"2:0, 1:3, 1:1, 7:8",WerkTalent Stadion,Den Haag,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2021-2022/den-haag-excelsior-xUgqKyBa/
2025-08-31 02:06:00 UTC,2022-05-29 12:30:00 UTC,AZ Alkmaar,Vitesse,Eredivisie 2021/2022,6,1,"3:0, 3:1",AFAS Stadion,Alkmaar,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2021-2022/az-alkmaar-vitesse-zPVi0NcL/
2025-08-31 02:08:26 UTC,2022-05-26 18:00:00 UTC,Vitesse,AZ Alkmaar,Eredivisie 2021/2022,2,1,"1:0, 1:1",GelreDome,Arnhem,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2021-2022/vitesse-az-alkmaar-MLRm13rF/
2025-08-31 02:08:26 UTC,2022-05-24 18:00:00 UTC,Excelsior,Den Haag,Eredivisie 2021/2022,1,1,"0:0, 1:1",Stadion Woudestein,Rotterdam,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2021-2022/excelsior-den-haag-OQkuLHeg/
2025-08-31 02:10:12 UTC,2022-05-22 16:00:00 UTC,Vitesse,Utrecht,Eredivisie 2021/2022,3,0,"1:0, 1:0, 1:0",GelreDome,Arnhem,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2021-2022/vitesse-utrecht-dYG4hAEe/
2025-08-31 02:11:42 UTC,2022-05-21 18:00:00 UTC,Heracles,Excelsior,Eredivisie 2021/2022,1,3,"1:0, 0:3",Asito Stadium,Almelo,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2021-2022/heracles-excelsior-2JZPZcOn/
2025-08-31 02:12:17 UTC,2022-05-21 14:30:00 UTC,Eindhoven FC,Den Haag,Eredivisie 2021/2022,1,2,"0:2, 1:0",Jan Louwers Stadion,Eindhoven,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2021-2022/eindhoven-fc-den-haag-6atXJDOb/
2025-08-31 02:14:06 UTC,2022-05-19 19:00:00 UTC,Utrecht,Vitesse,Eredivisie 2021/2022,3,1,"2:0, 1:1",Stadion Galgenwaard,Utrecht,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2021-2022/utrecht-vitesse-2BH0gjak/
2025-08-31 02:14:04 UTC,2022-05-19 16:45:00 UTC,Heerenveen,AZ Alkmaar,Eredivisie 2021/2022,3,2,"0:0, 3:2",Abe Lenstra Stadion,Heerenveen,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2021-2022/heerenveen-az-alkmaar-YuaxaCyS/
2025-08-31 02:16:28 UTC,2022-05-18 16:45:00 UTC,Excelsior,Heracles,Eredivisie 2021/2022,3,0,"1:0, 2:0",Stadion Woudestein,Rotterdam,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2021-2022/excelsior-heracles-KfpLzv9t/
