scraped_date,match_date,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,match_url
2025-08-30 17:13:32 UTC,2021-05-23 16:00:00 UTC,NAC Breda,Nijmegen,Eredivisie 2020/2021,1,2,"0:1, 1:1",Rat Verlegh Stadion,Breda,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2020-2021/nac-breda-nijmegen-0l2TMCUh/
2025-08-30 17:13:32 UTC,2021-05-23 10:15:00 UTC,Feyenoord,Utrecht,Eredivisie 2020/2021,2,0,"1:0, 1:0",De Kuip,Rotterdam,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2020-2021/feyenoord-utrecht-bsc291ap/
2025-08-30 17:15:40 UTC,2021-05-20 19:00:00 UTC,FC Emmen,NAC Breda,Eredivisie 2020/2021,1,2,"0:1, 1:0, 0:0, 3:4",De Oude Meerdijk,Emmen,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2020-2021/fc-emmen-nac-breda-8QLzMt0F/
2025-08-30 17:15:39 UTC,2021-05-20 16:45:00 UTC,Nijmegen,Roda,Eredivisie 2020/2021,3,0,"2:0, 1:0",Goffertstadion,Nijmegen,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2020-2021/nijmegen-roda-2Djlwp71/
2025-08-30 17:22:21 UTC,2021-05-16 12:30:00 UTC,Zwolle,Groningen,Eredivisie 2020/2021,1,0,"0:0, 1:0",MAC³PARK Stadion,Zwolle,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2020-2021/zwolle-groningen-xKjqmIe0/
2025-08-30 17:23:15 UTC,2021-05-15 16:45:00 UTC,De Graafschap,Roda,Eredivisie 2020/2021,2,3,"2:1, 0:2",De Vijverberg,Doetinchem,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2020-2021/de-graafschap-roda-r91Ng8Eo/
2025-08-30 17:24:18 UTC,2021-05-15 14:30:00 UTC,NAC Breda,FC Volendam,Eredivisie 2020/2021,4,1,"1:0, 3:1",Rat Verlegh Stadion,Breda,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2020-2021/nac-breda-fc-volendam-Ma0RhSTi/
2025-08-30 17:26:02 UTC,2021-05-13 12:30:00 UTC,FC Emmen,Heerenveen,Eredivisie 2020/2021,3,1,"1:0, 2:1",De Oude Meerdijk,Emmen,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2020-2021/fc-emmen-heerenveen-GdAEXxdD/
2025-08-30 17:26:02 UTC,2021-05-13 12:30:00 UTC,Groningen,AZ Alkmaar,Eredivisie 2020/2021,0,0,"0:0, 0:0",Euroborg,Groningen,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2020-2021/groningen-az-alkmaar-x6BAYIt7/
2025-08-30 17:27:43 UTC,2021-05-13 12:30:00 UTC,Heracles,Feyenoord,Eredivisie 2020/2021,1,1,"0:0, 1:1",Asito Stadium,Almelo,Netherlands,https://www.oddsportal.com/football/netherlands/eredivisie-2020-2021/heracles-feyenoord-tvI1zuCf/
