scraped_date,match_date,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,match_url
2025-08-31 03:05:32 UTC,2021-11-07 16:00:00 UTC,Tromso,Stromsgodset,Eliteserien 2021,1,1,"0:0, 1:1",Romssa Arena,Troms,Norway,https://www.oddsportal.com/football/norway/eliteserien-2021/tromso-stromsgodset-42pT41Qa/
2025-08-31 03:05:31 UTC,2021-11-06 17:00:00 UTC,Brann,Rosenborg,Eliteserien 2021,2,2,"2:1, 0:1",Brann Stadion,Bergen,Norway,https://www.oddsportal.com/football/norway/eliteserien-2021/brann-rosenborg-lbKpTsec/
2025-08-31 03:07:55 UTC,2021-11-06 17:00:00 UTC,Sarpsborg 08,Stabaek,Eliteserien 2021,4,1,"1:0, 3:1",Sarpsborg Stadion,Sarpsborg,Norway,https://www.oddsportal.com/football/norway/eliteserien-2021/sarpsborg-08-stabaek-tnA3r8EL/
2025-08-31 03:07:56 UTC,2021-10-31 19:00:00 UTC,Valerenga,Brann,Eliteserien 2021,1,0,"1:0, 0:0",Intility Arena,Oslo,Norway,https://www.oddsportal.com/football/norway/eliteserien-2021/valerenga-brann-Kf88oJOo/
2025-08-31 03:09:28 UTC,2021-10-31 17:00:00 UTC,Bodo/Glimt,Sandefjord,Eliteserien 2021,1,0,"0:0, 1:0",Aspmyra Stadion,Bod,Norway,https://www.oddsportal.com/football/norway/eliteserien-2021/bodo-glimt-sandefjord-vPYZHBmk/
2025-08-31 03:09:28 UTC,2021-10-31 17:00:00 UTC,Odd,Mjondalen,Eliteserien 2021,2,2,"2:0, 0:2",Skagerak Arena,Skien,Norway,https://www.oddsportal.com/football/norway/eliteserien-2021/odds-bk-mjondalen-ju8aJFcq/
2025-08-31 03:10:33 UTC,2021-10-31 17:00:00 UTC,Stabaek,Haugesund,Eliteserien 2021,2,1,"0:0, 2:1",Nadderud Stadion,Bekkestua,Norway,https://www.oddsportal.com/football/norway/eliteserien-2021/stabaek-haugesund-C87fLMAt/
2025-08-31 03:10:32 UTC,2021-10-31 17:00:00 UTC,Stromsgodset,Molde,Eliteserien 2021,6,0,"3:0, 3:0",Marienlyst Stadion,Drammen,Norway,https://www.oddsportal.com/football/norway/eliteserien-2021/stromsgodset-molde-d0qVIiYr/
2025-08-31 03:12:14 UTC,2021-10-31 17:00:00 UTC,Viking,Sarpsborg 08,Eliteserien 2021,1,2,"1:1, 0:1",Lyse Arena,Stavanger,Norway,https://www.oddsportal.com/football/norway/eliteserien-2021/viking-sarpsborg-08-rXJvcSpC/
2025-08-31 03:12:14 UTC,2021-10-30 16:00:00 UTC,Rosenborg,Lillestrom,Eliteserien 2021,1,3,"1:0, 0:3",Lerkendal Stadion,Trondheim,Norway,https://www.oddsportal.com/football/norway/eliteserien-2021/rosenborg-lillestrom-vs8rg4Rm/
