scraped_date,match_date,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,match_url
2025-08-31 02:38:38 UTC,2021-12-15 18:00:00 UTC,Brann,Jerv,Eliteserien 2021,4,5,"0:1, 1:0, 3:3, 7:8",Intility Arena,Oslo,Norway,https://www.oddsportal.com/football/norway/eliteserien-2021/brann-jerv-C4V4NFZl/
2025-08-31 02:38:38 UTC,2021-12-12 16:00:00 UTC,Brann,Sarpsborg 08,Eliteserien 2021,2,1,"0:0, 2:1",Brann Stadion,Bergen,Norway,https://www.oddsportal.com/football/norway/eliteserien-2021/brann-sarpsborg-08-bsXOPHKF/
2025-08-31 02:41:34 UTC,2021-12-12 16:00:00 UTC,Lillestrom,Sandefjord,Eliteserien 2021,2,0,"1:0, 1:0",Åråsen Stadion,Lillestrm,Norway,https://www.oddsportal.com/football/norway/eliteserien-2021/lillestrom-sandefjord-EJO7ZXnl/
2025-08-31 02:41:35 UTC,2021-12-12 16:00:00 UTC,Mjondalen,Bodo/Glimt,Eliteserien 2021,0,3,"0:2, 0:1",Consto Arena,Mjndalen,Norway,https://www.oddsportal.com/football/norway/eliteserien-2021/mjondalen-bodo-glimt-YVRBd4LB/
2025-08-31 02:44:01 UTC,2021-12-12 16:00:00 UTC,Odd,Stabaek,Eliteserien 2021,3,1,"1:0, 2:1",Skagerak Arena,Skien,Norway,https://www.oddsportal.com/football/norway/eliteserien-2021/odds-bk-stabaek-bqISaU0g/
2025-08-31 02:44:00 UTC,2021-12-12 16:00:00 UTC,Rosenborg,Stromsgodset,Eliteserien 2021,2,2,"0:2, 2:0",Lerkendal Stadion,Trondheim,Norway,https://www.oddsportal.com/football/norway/eliteserien-2021/rosenborg-stromsgodset-6cXvGz0B/
2025-08-31 02:47:50 UTC,2021-12-05 16:00:00 UTC,Sarpsborg 08,Tromso,Eliteserien 2021,0,1,"0:1, 0:0",Sarpsborg Stadion,Sarpsborg,Norway,https://www.oddsportal.com/football/norway/eliteserien-2021/sarpsborg-08-tromso-A3oYxhyj/
2025-08-31 02:47:51 UTC,2021-12-05 16:00:00 UTC,Stabaek,Rosenborg,Eliteserien 2021,1,3,"0:0, 1:3",Nadderud Stadion,Bekkestua,Norway,https://www.oddsportal.com/football/norway/eliteserien-2021/stabaek-rosenborg-A5jtKwVA/
2025-08-31 02:49:37 UTC,2021-12-05 16:00:00 UTC,Stromsgodset,Haugesund,Eliteserien 2021,0,0,"0:0, 0:0",Marienlyst Stadion,Drammen,Norway,https://www.oddsportal.com/football/norway/eliteserien-2021/stromsgodset-haugesund-b5B7HgSe/
2025-08-31 02:49:38 UTC,2021-12-05 16:00:00 UTC,Valerenga,Mjondalen,Eliteserien 2021,2,0,"0:0, 2:0",Intility Arena,Oslo,Norway,https://www.oddsportal.com/football/norway/eliteserien-2021/valerenga-mjondalen-G0xOaFr3/
2025-08-31 02:52:35 UTC,2021-11-28 16:00:00 UTC,Haugesund,Sandefjord,Eliteserien 2021,1,2,"1:1, 0:1",Haugesund Stadion,Haugesund,Norway,https://www.oddsportal.com/football/norway/eliteserien-2021/haugesund-sandefjord-CpBgAxLS/
2025-08-31 02:52:34 UTC,2021-11-28 16:00:00 UTC,Kristiansund,Viking,Eliteserien 2021,2,3,"1:1, 1:2",Kristiansund Stadion,Kristiansund,Norway,https://www.oddsportal.com/football/norway/eliteserien-2021/kristiansund-viking-EgcL5dTq/
2025-08-31 02:55:14 UTC,2021-11-28 16:00:00 UTC,Tromso,Stabaek,Eliteserien 2021,0,0,"0:0, 0:0",Romssa Arena,Troms,Norway,https://www.oddsportal.com/football/norway/eliteserien-2021/tromso-stabaek-xdABGDs2/
2025-08-31 02:55:13 UTC,2021-11-27 17:00:00 UTC,Lillestrom,Stromsgodset,Eliteserien 2021,4,1,"3:0, 1:1",Åråsen Stadion,Lillestrm,Norway,https://www.oddsportal.com/football/norway/eliteserien-2021/lillestrom-stromsgodset-EuzKfrjO/
2025-08-31 02:58:11 UTC,2021-11-21 16:00:00 UTC,Bodo/Glimt,Lillestrom,Eliteserien 2021,2,0,"2:0, 0:0",Aspmyra Stadion,Bod,Norway,https://www.oddsportal.com/football/norway/eliteserien-2021/bodo-glimt-lillestrom-Y7P1pzqG/
2025-08-31 02:58:11 UTC,2021-11-21 16:00:00 UTC,Sandefjord,Brann,Eliteserien 2021,2,2,"2:1, 0:1",Jotun Arena,Sandefjord,Norway,https://www.oddsportal.com/football/norway/eliteserien-2021/sandefjord-brann-xxAh5Y3q/
2025-08-31 03:00:50 UTC,2021-11-21 16:00:00 UTC,Valerenga,Tromso,Eliteserien 2021,1,1,"0:0, 1:1",Intility Arena,Oslo,Norway,https://www.oddsportal.com/football/norway/eliteserien-2021/valerenga-tromso-nDfakMQC/
2025-08-31 03:00:50 UTC,2021-11-20 17:00:00 UTC,Stromsgodset,Mjondalen,Eliteserien 2021,1,2,"0:1, 1:1",Marienlyst Stadion,Drammen,Norway,https://www.oddsportal.com/football/norway/eliteserien-2021/stromsgodset-mjondalen-hC6xr56I/
