scraped_date,match_date,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,match_url
2025-08-30 20:41:58 UTC,2021-05-22 18:00:00 UTC,KV Mechelen,Gent,Jupiler League 2020/2021,1,2,"0:0, 1:2",AFAS-stadion Achter de Kazerne,Mechelen,Belgium,https://www.oddsportal.com/football/belgium/jupiler-league-2020-2021/kv-mechelen-gent-25bmbBEp/
2025-08-30 20:41:58 UTC,2021-05-22 18:00:00 UTC,St. Liege,Oostende,Jupiler League 2020/2021,1,3,"1:1, 0:2",Maurice Dufrasnestadion,Lige,Belgium,https://www.oddsportal.com/football/belgium/jupiler-league-2020-2021/st-liege-oostende-G82icVTj/
2025-08-30 20:46:06 UTC,2021-05-16 16:30:00 UTC,Club Brugge KV,Antwerp,Jupiler League 2020/2021,2,1,"0:0, 2:1",Jan Breydel Stadion,Brugge,Belgium,https://www.oddsportal.com/football/belgium/jupiler-league-2020-2021/club-brugge-antwerp-rNlP7Oos/
2025-08-30 20:46:06 UTC,2021-05-16 14:00:00 UTC,KV Mechelen,St. Liege,Jupiler League 2020/2021,3,1,"1:0, 2:1",AFAS-stadion Achter de Kazerne,Mechelen,Belgium,https://www.oddsportal.com/football/belgium/jupiler-league-2020-2021/kv-mechelen-st-liege-vDtL4DyH/
2025-08-30 20:48:32 UTC,2021-05-16 11:30:00 UTC,Oostende,Gent,Jupiler League 2020/2021,0,4,"0:2, 0:2",AlbertPark,Oostende,Belgium,https://www.oddsportal.com/football/belgium/jupiler-league-2020-2021/oostende-gent-0MsH5gMA/
2025-08-30 20:48:31 UTC,2021-05-15 18:45:00 UTC,Anderlecht,Genk,Jupiler League 2020/2021,1,2,"1:1, 0:1",Lotto Park,Anderlecht,Belgium,https://www.oddsportal.com/football/belgium/jupiler-league-2020-2021/anderlecht-genk-Qs2cC4wQ/
2025-08-30 20:50:21 UTC,2021-05-13 16:30:00 UTC,Antwerp,Club Brugge KV,Jupiler League 2020/2021,0,0,"0:0, 0:0",Bosuilstadion,Antwerp,Belgium,https://www.oddsportal.com/football/belgium/jupiler-league-2020-2021/antwerp-club-brugge-CvbgDpOJ/
2025-08-30 20:50:20 UTC,2021-05-13 14:00:00 UTC,St. Liege,KV Mechelen,Jupiler League 2020/2021,1,2,"0:1, 1:1",Maurice Dufrasnestadion,Lige,Belgium,https://www.oddsportal.com/football/belgium/jupiler-league-2020-2021/st-liege-kv-mechelen-6arD6Z64/
2025-08-30 20:52:46 UTC,2021-05-13 11:30:00 UTC,Gent,Oostende,Jupiler League 2020/2021,2,1,"1:0, 1:1",Planet Group Arena,Gent,Belgium,https://www.oddsportal.com/football/belgium/jupiler-league-2020-2021/gent-oostende-hdv97Fib/
2025-08-30 20:52:46 UTC,2021-05-12 18:45:00 UTC,Genk,Anderlecht,Jupiler League 2020/2021,1,1,"0:1, 1:0",Cegeka Arena,Genk,Belgium,https://www.oddsportal.com/football/belgium/jupiler-league-2020-2021/genk-anderlecht-AZJAl1oJ/
2025-08-30 20:55:43 UTC,2021-05-08 18:45:00 UTC,Anderlecht,Antwerp,Jupiler League 2020/2021,2,2,"0:0, 2:2",Lotto Park,Anderlecht,Belgium,https://www.oddsportal.com/football/belgium/jupiler-league-2020-2021/anderlecht-antwerp-WrL6ksWC/
2025-08-30 20:55:44 UTC,2021-05-08 16:30:00 UTC,St. Liege,Gent,Jupiler League 2020/2021,2,1,"0:1, 2:0",Maurice Dufrasnestadion,Lige,Belgium,https://www.oddsportal.com/football/belgium/jupiler-league-2020-2021/st-liege-gent-Wtj09yNo/
2025-08-30 20:57:31 UTC,2021-05-07 18:45:00 UTC,Genk,Club Brugge KV,Jupiler League 2020/2021,3,0,"0:0, 3:0",Cegeka Arena,Genk,Belgium,https://www.oddsportal.com/football/belgium/jupiler-league-2020-2021/genk-club-brugge-OIL2jNG6/
2025-08-30 20:57:32 UTC,2021-05-02 16:30:00 UTC,Club Brugge KV,Anderlecht,Jupiler League 2020/2021,2,2,"0:0, 2:2",Jan Breydel Stadion,Brugge,Belgium,https://www.oddsportal.com/football/belgium/jupiler-league-2020-2021/club-brugge-anderlecht-pSMbi310/
2025-08-30 21:00:10 UTC,2021-05-01 16:30:00 UTC,Seraing,Beveren,1B Pro League 2020/2021,1,1,"0:0, 1:1",,,,https://www.oddsportal.com/football/belgium/1b-pro-league-2020-2021/rfc-seraing-sk-beveren-hUsKbo9Q/
2025-08-30 21:00:10 UTC,2021-04-30 18:45:00 UTC,Antwerp,Genk,Jupiler League 2020/2021,2,3,"0:1, 2:2",Bosuilstadion,Antwerp,Belgium,https://www.oddsportal.com/football/belgium/jupiler-league-2020-2021/antwerp-genk-23Xghqnf/
2025-08-30 21:01:57 UTC,2021-04-18 16:00:00 UTC,Club Brugge KV,Mouscron,Jupiler League 2020/2021,4,2,"0:0, 4:2",Jan Breydel Stadion,Brugge,Belgium,https://www.oddsportal.com/football/belgium/jupiler-league-2020-2021/club-brugge-royal-excel-mouscron-bX5CPjE4/
2025-08-30 21:01:58 UTC,2021-04-18 16:00:00 UTC,Kortrijk,KV Mechelen,Jupiler League 2020/2021,1,4,"1:2, 0:2",Guldensporen Stadion,Kortrijk,Belgium,https://www.oddsportal.com/football/belgium/jupiler-league-2020-2021/kortrijk-kv-mechelen-S8BK6x8P/
2025-08-30 21:06:57 UTC,2021-04-17 16:30:00 UTC,Charleroi,Eupen,Jupiler League 2020/2021,2,3,"1:3, 1:0",Stade du Pays de Charleroi,Charleroi,Belgium,https://www.oddsportal.com/football/belgium/jupiler-league-2020-2021/charleroi-eupen-rcPjqcSi/
