scraped_date,match_date,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,match_url
2025-08-30 17:07:22 UTC,2021-05-24 18:45:00 UTC,Kilmarnock,Dundee FC,Premiership 2020/2021,1,2,"0:2, 1:0",Rugby Park,Kilmarnock,Scotland,https://www.oddsportal.com/football/scotland/premiership-2020-2021/kilmarnock-dundee-fc-f3Vt0awd/
2025-08-30 17:07:23 UTC,2021-05-20 19:15:00 UTC,Dundee FC,Kilmarnock,Premiership 2020/2021,2,1,"1:0, 1:1",Dens Park,Dundee,Scotland,https://www.oddsportal.com/football/scotland/premiership-2020-2021/dundee-fc-kilmarnock-Cvtx1uOk/
2025-08-30 17:09:42 UTC,2021-05-16 11:00:00 UTC,Hamilton,Kilmarnock,Premiership 2020/2021,0,2,"0:2, 0:0",ZLX Stadium,Hamilton,Scotland,https://www.oddsportal.com/football/scotland/premiership-2020-2021/hamilton-kilmarnock-23ktqNoo/
2025-08-30 17:09:39 UTC,2021-05-16 11:00:00 UTC,Motherwell,Ross County,Premiership 2020/2021,1,2,"1:0, 0:2",Fir Park,Motherwell,Scotland,https://www.oddsportal.com/football/scotland/premiership-2020-2021/motherwell-ross-county-48TO76Oo/
2025-08-30 17:11:12 UTC,2021-05-16 11:00:00 UTC,St. Mirren,Dundee Utd,Premiership 2020/2021,0,0,"0:0, 0:0",The SMISA Stadium,Paisley,Scotland,https://www.oddsportal.com/football/scotland/premiership-2020-2021/st-mirren-dundee-utd-raSS6Qwh/
2025-08-30 17:11:11 UTC,2021-05-15 18:45:00 UTC,Dundee FC,Raith,Premiership 2020/2021,0,1,"0:1, 0:0",Dens Park,Dundee,Scotland,https://www.oddsportal.com/football/scotland/premiership-2020-2021/dundee-fc-raith-KYOnPz0i/
2025-08-30 17:12:45 UTC,2021-05-15 11:30:00 UTC,Hibernian,Celtic,Premiership 2020/2021,0,0,"0:0, 0:0",Easter Road,Edinburgh,Scotland,https://www.oddsportal.com/football/scotland/premiership-2020-2021/hibernian-celtic-AVcJZLC2/
2025-08-30 17:12:49 UTC,2021-05-15 11:30:00 UTC,Rangers,Aberdeen,Premiership 2020/2021,4,0,"2:0, 2:0",Ibrox Stadium,Glasgow,Scotland,https://www.oddsportal.com/football/scotland/premiership-2020-2021/rangers-aberdeen-lMdNYuS8/
2025-08-30 17:16:18 UTC,2021-05-15 11:30:00 UTC,St Johnstone,Livingston,Premiership 2020/2021,0,0,"0:0, 0:0",McDiarmid Park,Perth,Scotland,https://www.oddsportal.com/football/scotland/premiership-2020-2021/st-johnstone-livingston-rqdRXasF/
2025-08-30 17:16:21 UTC,2021-05-12 18:45:00 UTC,Raith,Dundee FC,Premiership 2020/2021,0,3,"0:1, 0:2",Stark's Park,Kirkcaldy,Scotland,https://www.oddsportal.com/football/scotland/premiership-2020-2021/raith-dundee-fc-ITp40iNj/
2025-08-30 17:19:36 UTC,2021-05-12 17:00:00 UTC,Livingston,Rangers,Premiership 2020/2021,0,3,"0:1, 0:2",The Home of the Set Fare Arena,Livingston,Scotland,https://www.oddsportal.com/football/scotland/premiership-2020-2021/livingston-rangers-AwhrBxz2/
2025-08-30 17:19:38 UTC,2021-05-12 17:00:00 UTC,Dundee Utd,Motherwell,Premiership 2020/2021,2,2,"2:0, 0:2",Tannadice Park,Dundee,Scotland,https://www.oddsportal.com/football/scotland/premiership-2020-2021/dundee-utd-motherwell-IDO42Bn6/
2025-08-30 17:22:21 UTC,2021-05-01 14:00:00 UTC,Hibernian,St Johnstone,Premiership 2020/2021,0,1,"0:1, 0:0",Easter Road,Edinburgh,Scotland,https://www.oddsportal.com/football/scotland/premiership-2020-2021/hibernian-st-johnstone-4YxbWn6A/
2025-08-30 17:24:47 UTC,2021-05-01 14:00:00 UTC,Dundee Utd,Ross County,Premiership 2020/2021,0,2,"0:2, 0:0",Tannadice Park,Dundee,Scotland,https://www.oddsportal.com/football/scotland/premiership-2020-2021/dundee-utd-ross-county-Iwf05D2m/
2025-08-30 17:25:19 UTC,2021-05-01 14:00:00 UTC,St. Mirren,Hamilton,Premiership 2020/2021,1,2,"0:1, 1:1",The SMISA Stadium,Paisley,Scotland,https://www.oddsportal.com/football/scotland/premiership-2020-2021/st-mirren-hamilton-jih83iXa/
