scraped_date,match_date,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,over_under_3_market,match_url
2025-08-26 03:20:46 UTC,2023-10-22 13:00:00 UTC,Lille,Brest,Ligue 1 2023/2024,1,0,"1:0, 0:0",Stade Pierre-Mauroy,Villeneuve d'Ascq,France,[],https://www.oddsportal.com/football/france/ligue-1-2023-2024/lille-brest-hOMYHMlA/
2025-08-26 03:20:44 UTC,2023-09-16 15:00:00 UTC,Rennes,Lille,Ligue 1 2023/2024,2,2,"0:1, 2:1",Roazhon Park,Rennes,France,"[{'odds_over': '2.47', 'odds_under': '1.60', 'bookmaker_name': '10x10bet', 'period': 'FullTime'}, {'odds_over': '2.66', 'odds_under': '1.50', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'odds_over': '2.34', 'odds_under': '1.57', 'bookmaker_name': '22Bet', 'period': 'FullTime'}, {'odds_over': '2.47', 'odds_under': '1.61', 'bookmaker_name': 'Alphabet', 'period': 'FullTime'}, {'odds_over': '2.71', 'odds_under': '1.50', 'bookmaker_name': 'BetInAsia', 'period': 'FullTime'}, {'odds_over': '2.85', 'odds_under': '1.44', 'bookmaker_name': 'Dafabet', 'period': 'FullTime'}, {'odds_over': '2.71', 'odds_under': '1.51', 'bookmaker_name': 'Pinnacle', 'period': 'FullTime'}, {'odds_over': '2.47', 'odds_under': '1.61', 'bookmaker_name': 'VOBET', 'period': 'FullTime'}]",https://www.oddsportal.com/football/france/ligue-1-2023-2024/rennes-lille-x2Fmw2II/
2025-08-26 03:20:38 UTC,2023-11-12 14:00:00 UTC,Lille,Toulouse,Ligue 1 2023/2024,1,1,"1:0, 0:1",Stade Pierre-Mauroy,Villeneuve d'Ascq,France,[],https://www.oddsportal.com/football/france/ligue-1-2023-2024/lille-toulouse-SxqU6Hc6/
2025-08-26 03:20:39 UTC,2023-09-23 19:00:00 UTC,Brest,Lyon,Ligue 1 2023/2024,1,0,"0:0, 1:0",Stade Francis-Le Blé,Brest,France,[],https://www.oddsportal.com/football/france/ligue-1-2023-2024/brest-lyon-4Ence8yt/
2025-08-26 03:21:34 UTC,2023-10-22 18:45:00 UTC,Lyon,Clermont,Ligue 1 2023/2024,1,2,"0:2, 1:0",Parc Olympique Lyonnais,Lyon,France,[],https://www.oddsportal.com/football/france/ligue-1-2023-2024/lyon-clermont-AaHwHt4G/
2025-08-26 03:21:34 UTC,2023-10-08 18:45:00 UTC,Rennes,PSG,Ligue 1 2023/2024,1,3,"0:2, 1:1",Roazhon Park,Rennes,France,[],https://www.oddsportal.com/football/france/ligue-1-2023-2024/rennes-psg-UL9r75zh/
2025-08-26 03:22:41 UTC,2024-03-09 16:00:00 UTC,Lorient,Lyon,Ligue 1 2023/2024,0,2,"0:0, 0:2",Stade du Moustoir,Lorient,France,[],https://www.oddsportal.com/football/france/ligue-1-2023-2024/lorient-lyon-xr1HZLk0/
2025-08-26 03:23:27 UTC,2023-10-01 18:45:00 UTC,Rennes,Nantes,Ligue 1 2023/2024,3,1,"1:1, 2:0",Roazhon Park,Rennes,France,[],https://www.oddsportal.com/football/france/ligue-1-2023-2024/rennes-nantes-xSp5gn6h/
2025-08-26 03:23:27 UTC,2024-05-19 19:00:00 UTC,Le Havre,Marseille,Ligue 1 2023/2024,1,2,"0:0, 1:2",Stade Océane,Le Havre,France,[],https://www.oddsportal.com/football/france/ligue-1-2023-2024/le-havre-marseille-88K4TzrO/
2025-08-26 03:24:24 UTC,2024-03-03 14:00:00 UTC,Nantes,Metz,Ligue 1 2023/2024,0,2,"0:0, 0:2",Stade de la Beaujoire,Nantes,France,[],https://www.oddsportal.com/football/france/ligue-1-2023-2024/nantes-metz-CI8VrQSD/
2025-08-26 03:24:26 UTC,2023-09-17 13:00:00 UTC,Strasbourg,Montpellier,Ligue 1 2023/2024,2,2,"0:2, 2:0",Stade de la Meinau,Strasbourg,France,[],https://www.oddsportal.com/football/france/ligue-1-2023-2024/strasbourg-montpellier-fJq2dPIt/
2025-08-26 03:26:04 UTC,2023-08-13 13:00:00 UTC,Nantes,Toulouse,Ligue 1 2023/2024,1,2,"1:0, 0:2",Stade de la Beaujoire,Nantes,France,[],https://www.oddsportal.com/football/france/ligue-1-2023-2024/nantes-toulouse-A1jhA2ko/
2025-08-26 03:26:03 UTC,2023-08-19 19:00:00 UTC,Toulouse,PSG,Ligue 1 2023/2024,1,1,"0:0, 1:1",Stadium de Toulouse,Toulouse,France,[],https://www.oddsportal.com/football/france/ligue-1-2023-2024/toulouse-psg-zZCJGm5l/
