scraped_date,match_date,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,match_url
2025-08-31 02:20:20 UTC,2022-05-14 13:30:00 UTC,Union Berlin,Bochum,Bundesliga 2021/2022,3,2,"2:0, 1:2",Stadion An der Alten Försterei,Berlin,Germany,https://www.oddsportal.com/football/germany/bundesliga-2021-2022/union-berlin-bochum-ve7rRrFe/
2025-08-31 02:20:19 UTC,2022-05-14 13:30:00 UTC,Stuttgart,FC Koln,Bundesliga 2021/2022,2,1,"1:0, 1:1",MHPArena,Stuttgart,Germany,https://www.oddsportal.com/football/germany/bundesliga-2021-2022/vfb-stuttgart-1-fc-koln-f3kVln72/
2025-08-31 02:22:44 UTC,2022-05-14 13:30:00 UTC,Wolfsburg,Bayern Munich,Bundesliga 2021/2022,2,2,"1:2, 1:0",Volkswagen Arena,Wolfsburg,Germany,https://www.oddsportal.com/football/germany/bundesliga-2021-2022/wolfsburg-bayern-munich-nmkyT4pq/
2025-08-31 02:22:46 UTC,2022-05-08 17:30:00 UTC,RB Leipzig,Augsburg,Bundesliga 2021/2022,4,0,"1:0, 3:0",Red Bull Arena,Leipzig,Germany,https://www.oddsportal.com/football/germany/bundesliga-2021-2022/rb-leipzig-augsburg-QHC4FoGq/
2025-08-31 02:24:32 UTC,2022-05-08 13:30:00 UTC,Eintracht Frankfurt,B. Monchengladbach,Bundesliga 2021/2022,1,1,"0:1, 1:0",Deutsche Bank Park,Frankfurt,Germany,https://www.oddsportal.com/football/germany/bundesliga-2021-2022/eintracht-frankfurt-b-monchengladbach-6TT1E5Vk/
2025-08-31 02:26:32 UTC,2022-05-07 13:30:00 UTC,FC Koln,Wolfsburg,Bundesliga 2021/2022,0,1,"0:1, 0:0",RheinEnergieStadion,Cologne,Germany,https://www.oddsportal.com/football/germany/bundesliga-2021-2022/1-fc-koln-wolfsburg-fkAdzmh9/
2025-08-31 02:26:19 UTC,2022-05-07 13:30:00 UTC,Freiburg,Union Berlin,Bundesliga 2021/2022,1,4,"0:3, 1:1",Europa-Park Stadion,Freiburg,Germany,https://www.oddsportal.com/football/germany/bundesliga-2021-2022/freiburg-union-berlin-pKS5DPpd/
2025-08-31 02:31:30 UTC,2022-04-30 13:30:00 UTC,Augsburg,FC Koln,Bundesliga 2021/2022,1,4,"0:2, 1:2",WWK Arena,Augsburg,Germany,https://www.oddsportal.com/football/germany/bundesliga-2021-2022/augsburg-1-fc-koln-GrNULmwG/
2025-08-31 02:31:30 UTC,2022-04-30 13:30:00 UTC,Dortmund,Bochum,Bundesliga 2021/2022,3,4,"2:2, 1:2",Signal Iduna Park,Dortmund,Germany,https://www.oddsportal.com/football/germany/bundesliga-2021-2022/dortmund-bochum-EFE1MaCT/
2025-08-31 02:33:18 UTC,2022-04-30 13:30:00 UTC,Mainz,Bayern Munich,Bundesliga 2021/2022,3,1,"2:1, 1:0",Mewa Arena,Mainz,Germany,https://www.oddsportal.com/football/germany/bundesliga-2021-2022/mainz-bayern-munich-YJXPMTN9/
2025-08-31 02:33:17 UTC,2022-04-30 13:30:00 UTC,Stuttgart,Wolfsburg,Bundesliga 2021/2022,1,1,"0:1, 1:0",MHPArena,Stuttgart,Germany,https://www.oddsportal.com/football/germany/bundesliga-2021-2022/vfb-stuttgart-wolfsburg-QgUHOkgc/
2025-08-31 02:35:04 UTC,2022-04-29 18:30:00 UTC,Union Berlin,Greuther Furth,Bundesliga 2021/2022,1,1,"0:1, 1:0",Stadion An der Alten Försterei,Berlin,Germany,https://www.oddsportal.com/football/germany/bundesliga-2021-2022/union-berlin-greuther-furth-rV4XGwzi/
2025-08-31 02:35:05 UTC,2022-04-24 15:30:00 UTC,Hertha Berlin,Stuttgart,Bundesliga 2021/2022,2,0,"1:0, 1:0",Olympiastadion,Berlin,Germany,https://www.oddsportal.com/football/germany/bundesliga-2021-2022/hertha-berlin-vfb-stuttgart-pzNpQsD4/
2025-08-31 02:36:41 UTC,2022-04-24 13:30:00 UTC,Bochum,Augsburg,Bundesliga 2021/2022,0,2,"0:2, 0:0",Vonovia Ruhrstadion,Bochum,Germany,https://www.oddsportal.com/football/germany/bundesliga-2021-2022/bochum-augsburg-ImLhOLsH/
