scraped_date,match_date,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,match_url
2025-08-30 23:17:30 UTC,2021-05-22 13:30:00 UTC,FC Koln,Schalke,Bundesliga 2020/2021,1,0,"0:0, 1:0",RheinEnergieStadion,Cologne,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/1-fc-koln-schalke-ET3l2azS/
2025-08-30 23:17:30 UTC,2021-05-22 13:30:00 UTC,Bayern Munich,Augsburg,Bundesliga 2020/2021,5,2,"4:0, 1:2",Allianz Arena,Munich,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/bayern-munich-augsburg-2BXmbVHd/
2025-08-30 23:21:38 UTC,2021-05-22 13:30:00 UTC,Stuttgart,Arminia Bielefeld,Bundesliga 2020/2021,0,2,"0:0, 0:2",MHPArena,Stuttgart,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/vfb-stuttgart-arminia-bielefeld-AakKdwbk/
2025-08-30 23:21:39 UTC,2021-05-22 13:30:00 UTC,Werder Bremen,B. Monchengladbach,Bundesliga 2020/2021,2,4,"0:1, 2:3",Weserstadion,Bremen,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/werder-bremen-b-monchengladbach-W8jGcJrq/
2025-08-30 23:23:25 UTC,2021-05-22 13:30:00 UTC,Wolfsburg,Mainz,Bundesliga 2020/2021,2,3,"0:1, 2:2",Volkswagen Arena,Wolfsburg,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/wolfsburg-mainz-vBBy51j9/
2025-08-30 23:23:26 UTC,2021-05-16 18:30:00 UTC,RB Leipzig,Wolfsburg,Bundesliga 2020/2021,2,2,"0:2, 2:0",Red Bull Arena,Leipzig,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/rb-leipzig-wolfsburg-UcclAyBi/
2025-08-30 23:25:41 UTC,2021-05-16 16:00:00 UTC,Mainz,Dortmund,Bundesliga 2020/2021,1,3,"0:2, 1:1",Mewa Arena,Mainz,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/mainz-dortmund-hxrE4XvT/
2025-08-30 23:25:40 UTC,2021-05-15 13:30:00 UTC,Arminia Bielefeld,Hoffenheim,Bundesliga 2020/2021,1,1,"1:1, 0:0",Schüco Arena,Bielefeld,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/arminia-bielefeld-hoffenheim-l8TqaB2j/
2025-08-30 23:27:22 UTC,2021-05-15 13:30:00 UTC,Augsburg,Werder Bremen,Bundesliga 2020/2021,2,0,"0:0, 2:0",WWK Arena,Augsburg,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/augsburg-werder-bremen-foUu0imp/
2025-08-30 23:27:54 UTC,2021-05-15 13:30:00 UTC,Bayer Leverkusen,Union Berlin,Bundesliga 2020/2021,1,1,"1:0, 0:1",BayArena,Leverkusen,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/bayer-leverkusen-union-berlin-jDoc8Fu4/
2025-08-30 23:28:58 UTC,2021-05-15 13:30:00 UTC,Freiburg,Bayern Munich,Bundesliga 2020/2021,2,2,"1:1, 1:1",Dreisamstadion,Freiburg,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/freiburg-bayern-munich-2mk17ZfA/
2025-08-30 23:28:59 UTC,2021-05-15 13:30:00 UTC,Hertha Berlin,FC Koln,Bundesliga 2020/2021,0,0,"0:0, 0:0",Olympiastadion,Berlin,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/hertha-berlin-1-fc-koln-dAl56gAG/
2025-08-30 23:29:53 UTC,2021-05-15 13:30:00 UTC,Schalke,Eintracht Frankfurt,Bundesliga 2020/2021,4,3,"1:1, 3:2",Veltins Arena,Gelsenkirchen,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/schalke-eintracht-frankfurt-z1m95DPM/
2025-08-30 23:30:36 UTC,2021-05-12 16:00:00 UTC,Schalke,Hertha Berlin,Bundesliga 2020/2021,1,2,"1:1, 0:1",Veltins Arena,Gelsenkirchen,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/schalke-hertha-berlin-4d52jsKI/
