scraped_date,match_date,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,match_url
2025-08-30 21:52:57 UTC,2020-12-13 12:00:00 UTC,Kalmar,Jonkoping,Allsvenskan 2020,1,0,"0:0, 1:0",Guldfågeln Arena,Kalmar,Sweden,https://www.oddsportal.com/football/sweden/allsvenskan-2020/kalmar-jonkoping-zVSIDrhH/
2025-08-30 21:52:58 UTC,2020-12-09 17:00:00 UTC,Jonkoping,Kalmar,Allsvenskan 2020,1,3,"1:2, 0:1",Stadsparksvallen,Jnkping,Sweden,https://www.oddsportal.com/football/sweden/allsvenskan-2020/jonkoping-kalmar-t8TEEOxB/
2025-08-30 21:55:35 UTC,2020-12-06 13:30:00 UTC,Falkenberg,Mjallby,Allsvenskan 2020,2,3,"1:1, 1:2",Falcon Alkoholfri Arena,Falkenberg,Sweden,https://www.oddsportal.com/football/sweden/allsvenskan-2020/falkenberg-mjallby-Cd3fvj5J/
2025-08-30 21:56:27 UTC,2020-12-06 13:30:00 UTC,Kalmar,Hacken,Allsvenskan 2020,0,0,"0:0, 0:0",Guldfågeln Arena,Kalmar,Sweden,https://www.oddsportal.com/football/sweden/allsvenskan-2020/kalmar-hacken-xnkhSOfR/
2025-08-30 21:58:00 UTC,2020-12-06 13:30:00 UTC,Malmo FF,Ostersund,Allsvenskan 2020,4,0,"4:0, 0:0",Eleda Stadion,Malm,Sweden,https://www.oddsportal.com/football/sweden/allsvenskan-2020/malmo-ff-ostersund-8niyNdfs/
2025-08-30 21:58:33 UTC,2020-12-06 13:30:00 UTC,Norrkoping,Helsingborg,Allsvenskan 2020,3,4,"3:4, 0:0",Platinumcars Arena,Norrkping,Sweden,https://www.oddsportal.com/football/sweden/allsvenskan-2020/norrkoping-helsingborg-CbfNbHn3/
2025-08-30 21:59:46 UTC,2020-12-06 13:30:00 UTC,Orebro,Hammarby,Allsvenskan 2020,2,1,"1:0, 1:1",Behrn Arena,rebro,Sweden,https://www.oddsportal.com/football/sweden/allsvenskan-2020/orebro-hammarby-MX1l2yy5/
2025-08-30 22:01:49 UTC,2020-11-30 18:00:00 UTC,Hammarby,Norrkoping,Allsvenskan 2020,0,1,"0:1, 0:0",3Arena,Stockholm,Sweden,https://www.oddsportal.com/football/sweden/allsvenskan-2020/hammarby-norrkoping-UPBxKiqO/
2025-08-30 22:02:01 UTC,2020-11-29 16:30:00 UTC,Hacken,Orebro,Allsvenskan 2020,3,0,"3:0, 0:0",Bravida Arena,Gteborg,Sweden,https://www.oddsportal.com/football/sweden/allsvenskan-2020/hacken-orebro-jDg5bgzU/
2025-08-30 22:03:48 UTC,2020-11-29 16:30:00 UTC,Sirius,Elfsborg,Allsvenskan 2020,1,1,"1:0, 0:1",Studenternas IP,Uppsala,Sweden,https://www.oddsportal.com/football/sweden/allsvenskan-2020/sirius-elfsborg-AsC9Qy0t/
2025-08-30 22:03:48 UTC,2020-11-29 13:30:00 UTC,Helsingborg,Falkenberg,Allsvenskan 2020,0,0,"0:0, 0:0",Olympia,Helsingborg,Sweden,https://www.oddsportal.com/football/sweden/allsvenskan-2020/helsingborg-falkenberg-UNlmZx7I/
