scraped_date,match_date,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,match_url
2025-08-30 17:15:26 UTC,2021-05-22 13:30:00 UTC,Dortmund,Bayer Leverkusen,Bundesliga 2020/2021,3,1,"1:0, 2:1",Signal Iduna Park,Dortmund,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/dortmund-bayer-leverkusen-6qbU6NLd/
2025-08-30 17:15:26 UTC,2021-05-22 13:30:00 UTC,Eintracht Frankfurt,Freiburg,Bundesliga 2020/2021,3,1,"0:0, 3:1",Deutsche Bank Park,Frankfurt,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/eintracht-frankfurt-freiburg-I1Au4L5F/
2025-08-30 17:19:36 UTC,2021-05-22 13:30:00 UTC,Wolfsburg,Mainz,Bundesliga 2020/2021,2,3,"0:1, 2:2",Volkswagen Arena,Wolfsburg,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/wolfsburg-mainz-vBBy51j9/
2025-08-30 17:19:36 UTC,2021-05-16 18:30:00 UTC,RB Leipzig,Wolfsburg,Bundesliga 2020/2021,2,2,"0:2, 2:0",Red Bull Arena,Leipzig,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/rb-leipzig-wolfsburg-UcclAyBi/
2025-08-30 17:25:11 UTC,2021-05-12 16:00:00 UTC,Schalke,Hertha Berlin,Bundesliga 2020/2021,1,2,"1:1, 0:1",Veltins Arena,Gelsenkirchen,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/schalke-hertha-berlin-4d52jsKI/
2025-08-30 17:25:12 UTC,2021-05-09 16:00:00 UTC,Hertha Berlin,Arminia Bielefeld,Bundesliga 2020/2021,0,0,"0:0, 0:0",Olympiastadion,Berlin,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/hertha-berlin-arminia-bielefeld-r7OVifeN/
2025-08-30 17:27:00 UTC,2021-05-09 13:30:00 UTC,Eintracht Frankfurt,Mainz,Bundesliga 2020/2021,1,1,"0:1, 1:0",Deutsche Bank Park,Frankfurt,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/eintracht-frankfurt-mainz-lpPRhztH/
2025-08-30 17:27:01 UTC,2021-05-09 11:30:00 UTC,FC Koln,Freiburg,Bundesliga 2020/2021,1,4,"0:2, 1:2",RheinEnergieStadion,Cologne,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/1-fc-koln-freiburg-dASZjEAT/
2025-08-30 17:29:28 UTC,2021-05-08 16:30:00 UTC,Bayern Munich,B. Monchengladbach,Bundesliga 2020/2021,6,0,"4:0, 2:0",Allianz Arena,Munich,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/bayern-munich-b-monchengladbach-dUAIdIth/
2025-08-30 17:29:30 UTC,2021-05-08 13:30:00 UTC,Dortmund,RB Leipzig,Bundesliga 2020/2021,3,2,"1:0, 2:2",Signal Iduna Park,Dortmund,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/dortmund-rb-leipzig-jiAMexdb/
2025-08-30 17:32:30 UTC,2021-05-07 18:30:00 UTC,Stuttgart,Augsburg,Bundesliga 2020/2021,2,1,"1:0, 1:1",MHPArena,Stuttgart,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/vfb-stuttgart-augsburg-tr46ohYj/
2025-08-30 17:33:39 UTC,2021-05-06 16:30:00 UTC,Hertha Berlin,Freiburg,Bundesliga 2020/2021,3,0,"2:0, 1:0",Olympiastadion,Berlin,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/hertha-berlin-freiburg-EgXGvpL6/
2025-08-30 17:34:21 UTC,2021-05-03 16:00:00 UTC,Mainz,Hertha Berlin,Bundesliga 2020/2021,1,1,"1:1, 0:0",Mewa Arena,Mainz,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/mainz-hertha-berlin-zufUmlbK/
2025-08-30 17:38:05 UTC,2021-04-24 13:30:00 UTC,Wolfsburg,Dortmund,Bundesliga 2020/2021,0,2,"0:1, 0:1",Volkswagen Arena,Wolfsburg,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/wolfsburg-dortmund-E7Ckgqz0/
2025-08-30 17:40:48 UTC,2021-04-21 18:30:00 UTC,Stuttgart,Wolfsburg,Bundesliga 2020/2021,1,3,"0:2, 1:1",MHPArena,Stuttgart,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/vfb-stuttgart-wolfsburg-2FDB0RsQ/
2025-08-30 17:40:49 UTC,2021-04-21 18:30:00 UTC,Werder Bremen,Mainz,Bundesliga 2020/2021,0,1,"0:1, 0:0",Weserstadion,Bremen,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/werder-bremen-mainz-ALQPxOkJ/
2025-08-30 17:43:18 UTC,2021-04-20 18:30:00 UTC,Arminia Bielefeld,Schalke,Bundesliga 2020/2021,1,0,"0:0, 1:0",Schüco Arena,Bielefeld,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/arminia-bielefeld-schalke-OOE717SJ/
2025-08-30 17:43:19 UTC,2021-04-20 18:30:00 UTC,Bayern Munich,Bayer Leverkusen,Bundesliga 2020/2021,2,0,"2:0, 0:0",Allianz Arena,Munich,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/bayern-munich-bayer-leverkusen-6Np0rSLs/
2025-08-30 17:45:08 UTC,2021-04-20 18:30:00 UTC,Eintracht Frankfurt,Augsburg,Bundesliga 2020/2021,2,0,"1:0, 1:0",Deutsche Bank Park,Frankfurt,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/eintracht-frankfurt-augsburg-z3YCuQ50/
2025-08-30 17:45:10 UTC,2021-04-20 16:30:00 UTC,FC Koln,RB Leipzig,Bundesliga 2020/2021,2,1,"0:0, 2:1",RheinEnergieStadion,Cologne,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/1-fc-koln-rb-leipzig-dIMLw4zD/
2025-08-30 17:47:01 UTC,2021-04-18 13:30:00 UTC,Dortmund,Werder Bremen,Bundesliga 2020/2021,4,1,"3:1, 1:0",Signal Iduna Park,Dortmund,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/dortmund-werder-bremen-ETLMU8ir/
2025-08-30 17:47:02 UTC,2021-04-17 16:30:00 UTC,Bayer Leverkusen,FC Koln,Bundesliga 2020/2021,3,0,"1:0, 2:0",BayArena,Leverkusen,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/bayer-leverkusen-1-fc-koln-nJDZR6y1/
2025-08-30 17:48:10 UTC,2021-04-17 13:30:00 UTC,Augsburg,Arminia Bielefeld,Bundesliga 2020/2021,0,0,"0:0, 0:0",WWK Arena,Augsburg,Germany,https://www.oddsportal.com/football/germany/bundesliga-2020-2021/augsburg-arminia-bielefeld-U1gYn8DQ/
