scraped_date,match_date,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,over_under_3_market
2025-08-18 01:06:31 UTC,2023-08-11 17:30:00 UTC,Almeria,Rayo Vallecano,LaLiga 2023/2024,0,2,"0:2, 0:0",UD Almería Stadium,Almería,Spain,"[{'odds_over': '3.25', 'odds_under': '1.35', 'bookmaker_name': 'BETFAN', 'period': 'FullTime'}, {'odds_over': '3.55', 'odds_under': '1.33', 'bookmaker_name': 'eFortuna.pl', 'period': 'FullTime'}, {'odds_over': '3.55', 'odds_under': '1.25', 'bookmaker_name': 'LV BET', 'period': 'FullTime'}]"
2025-08-18 01:03:44 UTC,2023-08-11 20:00:00 UTC,Sevilla,Valencia,LaLiga 2023/2024,1,2,"0:0, 1:2",Estadio Ramón Sánchez Pizjuán,Sevilla,Spain,"[{'odds_over': '3.50', 'odds_under': '1.31', 'bookmaker_name': 'BETFAN', 'period': 'FullTime'}, {'odds_over': '3.80', 'odds_under': '1.30', 'bookmaker_name': 'eFortuna.pl', 'period': 'FullTime'}, {'odds_over': '4.00', 'odds_under': '1.25', 'bookmaker_name': 'LV BET', 'period': 'FullTime'}]"
2025-08-18 01:01:14 UTC,2023-08-12 15:00:00 UTC,Real Sociedad,Girona,LaLiga 2023/2024,1,1,"1:0, 0:1",Reale Arena,San Sebastian,Spain,"[{'odds_over': '3.05', 'odds_under': '1.38', 'bookmaker_name': 'BETFAN', 'period': 'FullTime'}, {'odds_over': '3.30', 'odds_under': '1.37', 'bookmaker_name': 'eFortuna.pl', 'period': 'FullTime'}, {'odds_over': '3.25', 'odds_under': '1.33', 'bookmaker_name': 'LV BET', 'period': 'FullTime'}]"
2025-08-18 00:37:50 UTC,2023-08-12 17:30:00 UTC,Las Palmas,Mallorca,LaLiga 2023/2024,1,1,"1:0, 0:1",Estadio de Gran Canaria,Las Palmas,Spain,"[{'odds_over': '5.10', 'odds_under': '1.17', 'bookmaker_name': 'BETFAN', 'period': 'FullTime'}, {'odds_over': '5.90', 'odds_under': '1.16', 'bookmaker_name': 'eFortuna.pl', 'period': 'FullTime'}, {'odds_over': '5.70', 'odds_under': '1.14', 'bookmaker_name': 'LV BET', 'period': 'FullTime'}]"
2025-08-18 00:31:45 UTC,2023-08-12 19:30:00 UTC,Ath Bilbao,Real Madrid,LaLiga 2023/2024,0,2,"0:2, 0:0",Estadio San Mamés,Bilbao,Spain,"[{'odds_over': '2.58', 'odds_under': '1.51', 'bookmaker_name': 'BETFAN', 'period': 'FullTime'}, {'odds_over': '2.74', 'odds_under': '1.51', 'bookmaker_name': 'eFortuna.pl', 'period': 'FullTime'}, {'odds_over': '2.85', 'odds_under': '1.42', 'bookmaker_name': 'LV BET', 'period': 'FullTime'}]"
2025-08-18 00:41:39 UTC,2023-08-13 15:00:00 UTC,Celta Vigo,Osasuna,LaLiga 2023/2024,0,2,"0:1, 0:1",Estadio de Balaídos,Vigo,Spain,"[{'odds_over': '3.75', 'odds_under': '1.28', 'bookmaker_name': 'BETFAN', 'period': 'FullTime'}, {'odds_over': '3.90', 'odds_under': '1.29', 'bookmaker_name': 'eFortuna.pl', 'period': 'FullTime'}, {'odds_over': '4.05', 'odds_under': '1.25', 'bookmaker_name': 'LV BET', 'period': 'FullTime'}]"
2025-08-18 01:14:08 UTC,2023-08-13 17:30:00 UTC,Villarreal,Betis,LaLiga 2023/2024,1,2,"0:1, 1:1",Estadio de la Ceramica,Villarreal,Spain,"[{'odds_over': '2.17', 'odds_under': '1.70', 'bookmaker_name': 'BETFAN', 'period': 'FullTime'}, {'odds_over': '2.24', 'odds_under': '1.71', 'bookmaker_name': 'eFortuna.pl', 'period': 'FullTime'}, {'odds_over': '2.17', 'odds_under': '1.67', 'bookmaker_name': 'LV BET', 'period': 'FullTime'}]"
2025-08-18 00:47:10 UTC,2023-08-13 19:30:00 UTC,Getafe,Barcelona,LaLiga 2023/2024,0,0,"0:0, 0:0",Coliseum,Getafe,Spain,"[{'odds_over': '3.30', 'odds_under': '1.34', 'bookmaker_name': 'BETFAN', 'period': 'FullTime'}, {'odds_over': '3.55', 'odds_under': '1.34', 'bookmaker_name': 'eFortuna.pl', 'period': 'FullTime'}, {'odds_over': '3.45', 'odds_under': '1.30', 'bookmaker_name': 'LV BET', 'period': 'FullTime'}]"
2025-08-18 00:33:57 UTC,2023-08-14 17:30:00 UTC,Cadiz CF,Alaves,LaLiga 2023/2024,1,0,"1:0, 0:0",Estadio Nuevo Mirandilla,Cadiz,Spain,"[{'odds_over': '4.85', 'odds_under': '1.19', 'bookmaker_name': 'BETFAN', 'period': 'FullTime'}, {'odds_over': '5.40', 'odds_under': '1.18', 'bookmaker_name': 'eFortuna.pl', 'period': 'FullTime'}, {'odds_over': '5.30', 'odds_under': '1.13', 'bookmaker_name': 'LV BET', 'period': 'FullTime'}]"
2025-08-18 00:40:19 UTC,2023-08-14 19:30:00 UTC,Atl. Madrid,Granada CF,LaLiga 2023/2024,3,1,"1:0, 2:1",Metropolitano Stadium,Madrid,Spain,"[{'odds_over': '2.06', 'odds_under': '1.77', 'bookmaker_name': 'BETFAN', 'period': 'FullTime'}, {'odds_over': '2.10', 'odds_under': '1.80', 'bookmaker_name': 'eFortuna.pl', 'period': 'FullTime'}, {'odds_over': '2.00', 'odds_under': '1.80', 'bookmaker_name': 'LV BET', 'period': 'FullTime'}]"
