scraped_date,match_date,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,match_url
2025-08-30 20:48:42 UTC,2021-05-23 18:45:00 UTC,Atalanta,AC Milan,Serie A 2020/2021,0,2,"0:1, 0:1",Gewiss Stadium,Bergamo,Italy,https://www.oddsportal.com/football/italy/serie-a-2020-2021/atalanta-ac-milan-zTgyEAHp/
2025-08-30 20:48:42 UTC,2021-05-23 18:45:00 UTC,Bologna,Juventus,Serie A 2020/2021,1,4,"0:3, 1:1",Stadio Renato Dall'Ara,Bologna,Italy,https://www.oddsportal.com/football/italy/serie-a-2020-2021/bologna-juventus-h8jCJWgN/
2025-08-30 20:50:30 UTC,2021-05-23 18:45:00 UTC,Napoli,Verona,Serie A 2020/2021,1,1,"0:0, 1:1",Stadio Diego Armando Maradona,Naples,Italy,https://www.oddsportal.com/football/italy/serie-a-2020-2021/napoli-verona-OlzWZiv4/
2025-08-30 20:50:30 UTC,2021-05-23 18:45:00 UTC,Sassuolo,Lazio,Serie A 2020/2021,2,0,"1:0, 1:0",Mapei Stadium – Città del Tricolore,Reggio Emilia,Italy,https://www.oddsportal.com/football/italy/serie-a-2020-2021/sassuolo-lazio-WbkGIj9T/
2025-08-30 20:54:20 UTC,2021-05-22 18:45:00 UTC,Crotone,Fiorentina,Serie A 2020/2021,0,0,"0:0, 0:0",Stadio Ezio Scida,Crotone,Italy,https://www.oddsportal.com/football/italy/serie-a-2020-2021/crotone-fiorentina-prm4LhPA/
2025-08-30 20:54:20 UTC,2021-05-22 18:45:00 UTC,Sampdoria,Parma,Serie A 2020/2021,3,0,"2:0, 1:0",Stadio Luigi Ferraris,Genoa,Italy,https://www.oddsportal.com/football/italy/serie-a-2020-2021/sampdoria-parma-EJhuDUWj/
2025-08-30 20:56:26 UTC,2021-05-18 18:30:00 UTC,Lazio,Torino,Serie A 2020/2021,0,0,"0:0, 0:0",Stadio Olimpico,Rome,Italy,https://www.oddsportal.com/football/italy/serie-a-2020-2021/lazio-torino-SU0DYSuo/
2025-08-30 20:56:27 UTC,2021-05-17 18:45:00 UTC,Verona,Bologna,Serie A 2020/2021,2,2,"1:1, 1:1",Stadio Marc'Antonio Bentegodi,Verona,Italy,https://www.oddsportal.com/football/italy/serie-a-2020-2021/verona-bologna-APYL8Fu5/
2025-08-30 20:58:54 UTC,2021-05-16 18:45:00 UTC,AC Milan,Cagliari,Serie A 2020/2021,0,0,"0:0, 0:0",Stadio Giuseppe Meazza (San Siro),Milan,Italy,https://www.oddsportal.com/football/italy/serie-a-2020-2021/ac-milan-cagliari-lGXP7ZfB/
2025-08-30 20:58:54 UTC,2021-05-16 16:00:00 UTC,Parma,Sassuolo,Serie A 2020/2021,1,3,"1:1, 0:2",Stadio Ennio Tardini,Parma,Italy,https://www.oddsportal.com/football/italy/serie-a-2020-2021/parma-sassuolo-fgfiOfuh/
