scraped_date,match_date,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,match_url
2025-08-31 00:10:08 UTC,2022-05-22 14:30:00 UTC,St. Gallen,Lausanne,Super League 2021/2022,4,0,"1:0, 3:0",Kybunpark,St. Gallen,Switzerland,https://www.oddsportal.com/football/switzerland/super-league-2021-2022/st-gallen-lausanne-SbrhEW5f/
2025-08-31 00:10:09 UTC,2022-05-22 14:30:00 UTC,Young Boys,Grasshoppers,Super League 2021/2022,3,0,"1:0, 2:0",Stadion Wankdorf,Bern,Switzerland,https://www.oddsportal.com/football/switzerland/super-league-2021-2022/young-boys-grasshoppers-6ksdDjL0/
2025-08-31 00:12:35 UTC,2022-05-22 14:30:00 UTC,Zurich,Luzern,Super League 2021/2022,2,3,"2:2, 0:1",Letzigrund Stadion,Zrich,Switzerland,https://www.oddsportal.com/football/switzerland/super-league-2021-2022/zurich-luzern-zPo0CAz7/
2025-08-31 00:12:35 UTC,2022-05-19 18:30:00 UTC,Grasshoppers,St. Gallen,Super League 2021/2022,3,2,"2:0, 1:2",Letzigrund Stadion,Zrich,Switzerland,https://www.oddsportal.com/football/switzerland/super-league-2021-2022/grasshoppers-st-gallen-2eaUbi67/
2025-08-31 00:15:01 UTC,2022-05-19 18:30:00 UTC,Lausanne,Sion,Super League 2021/2022,1,2,"0:1, 1:1",Stade de la Tuiliere,Lausanne,Switzerland,https://www.oddsportal.com/football/switzerland/super-league-2021-2022/lausanne-sion-GbmCNzq8/
2025-08-31 00:15:00 UTC,2022-05-19 18:30:00 UTC,Lugano,Zurich,Super League 2021/2022,2,1,"2:1, 0:0",Stadio di Cornaredo,Lugano,Switzerland,https://www.oddsportal.com/football/switzerland/super-league-2021-2022/lugano-zurich-fknGMfbE/
2025-08-31 00:17:58 UTC,2022-05-12 18:30:00 UTC,Basel,Grasshoppers,Super League 2021/2022,1,1,"0:0, 1:1",St. Jakob-Park,Basel,Switzerland,https://www.oddsportal.com/football/switzerland/super-league-2021-2022/basel-grasshoppers-dfGo7FbR/
2025-08-31 00:17:57 UTC,2022-05-12 18:30:00 UTC,Zurich,Lausanne,Super League 2021/2022,2,2,"0:1, 2:1",Letzigrund Stadion,Zrich,Switzerland,https://www.oddsportal.com/football/switzerland/super-league-2021-2022/zurich-lausanne-lheQaXj1/
2025-08-31 00:19:03 UTC,2022-05-11 18:30:00 UTC,Servette,Lugano,Super League 2021/2022,2,2,"0:1, 2:1",Stade de Genève,Geneva,Switzerland,https://www.oddsportal.com/football/switzerland/super-league-2021-2022/servette-lugano-b32D2Z6r/
2025-08-31 00:18:55 UTC,2022-05-11 18:30:00 UTC,Sion,Luzern,Super League 2021/2022,1,3,"0:1, 1:2",Stade de Tourbillon,Sion,Switzerland,https://www.oddsportal.com/football/switzerland/super-league-2021-2022/sion-luzern-Sx7H1gMl/
2025-08-31 00:20:00 UTC,2022-05-10 18:30:00 UTC,Young Boys,St. Gallen,Super League 2021/2022,4,1,"1:0, 3:1",Stadion Wankdorf,Bern,Switzerland,https://www.oddsportal.com/football/switzerland/super-league-2021-2022/young-boys-st-gallen-6T5L0Dye/
