scraped_date,match_date,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,match_url
2025-08-31 00:41:56 UTC,2021-05-12 18:45:00 UTC,Lazio,Parma,Serie A 2020/2021,1,0,"0:0, 1:0",Stadio Olimpico,Rome,Italy,https://www.oddsportal.com/football/italy/serie-a-2020-2021/lazio-parma-QJidhfeO/
2025-08-31 00:41:41 UTC,2021-05-12 18:45:00 UTC,Sampdoria,Spezia,Serie A 2020/2021,2,2,"1:1, 1:1",Stadio Luigi Ferraris,Genoa,Italy,https://www.oddsportal.com/football/italy/serie-a-2020-2021/sampdoria-spezia-tps5Cctt/
2025-08-31 00:43:00 UTC,2021-05-12 18:45:00 UTC,Sassuolo,Juventus,Serie A 2020/2021,1,3,"0:2, 1:1",Mapei Stadium – Città del Tricolore,Reggio Emilia,Italy,https://www.oddsportal.com/football/italy/serie-a-2020-2021/sassuolo-juventus-UibmfGQB/
2025-08-31 00:43:17 UTC,2021-05-12 18:45:00 UTC,Torino,AC Milan,Serie A 2020/2021,0,7,"0:2, 0:5",Stadio Olimpico di Torino,Turin,Italy,https://www.oddsportal.com/football/italy/serie-a-2020-2021/torino-ac-milan-re2igztI/
2025-08-31 00:44:54 UTC,2021-05-09 18:45:00 UTC,Juventus,AC Milan,Serie A 2020/2021,0,3,"0:1, 0:2",Allianz Stadium,Turin,Italy,https://www.oddsportal.com/football/italy/serie-a-2020-2021/juventus-ac-milan-Gp2Ch3k7/
2025-08-31 00:45:49 UTC,2021-05-09 13:00:00 UTC,Benevento,Cagliari,Serie A 2020/2021,1,3,"1:1, 0:2",Stadio Ciro Vigorito,Benevento,Italy,https://www.oddsportal.com/football/italy/serie-a-2020-2021/benevento-cagliari-Qe9ae55l/
2025-08-31 00:46:12 UTC,2021-05-09 13:00:00 UTC,Parma,Atalanta,Serie A 2020/2021,2,5,"0:1, 2:4",Stadio Ennio Tardini,Parma,Italy,https://www.oddsportal.com/football/italy/serie-a-2020-2021/parma-atalanta-fDIT0RsR/
2025-08-31 00:47:12 UTC,2021-05-09 13:00:00 UTC,Verona,Torino,Serie A 2020/2021,1,1,"0:0, 1:1",Stadio Marc'Antonio Bentegodi,Verona,Italy,https://www.oddsportal.com/football/italy/serie-a-2020-2021/verona-torino-0C6WcbRn/
2025-08-31 00:47:25 UTC,2021-05-09 10:30:00 UTC,Genoa,Sassuolo,Serie A 2020/2021,1,2,"0:1, 1:1",Stadio Luigi Ferraris,Genoa,Italy,https://www.oddsportal.com/football/italy/serie-a-2020-2021/genoa-sassuolo-6k7SbvCt/
2025-08-31 00:48:48 UTC,2021-05-08 18:45:00 UTC,Fiorentina,Lazio,Serie A 2020/2021,2,0,"1:0, 1:0",Stadio Artemio Franchi,Florence,Italy,https://www.oddsportal.com/football/italy/serie-a-2020-2021/fiorentina-lazio-nBc8gqz1/
2025-08-31 00:48:59 UTC,2021-05-08 16:00:00 UTC,Inter,Sampdoria,Serie A 2020/2021,5,1,"3:1, 2:0",Stadio Giuseppe Meazza (San Siro),Milan,Italy,https://www.oddsportal.com/football/italy/serie-a-2020-2021/inter-sampdoria-dtuaG6sE/
2025-08-31 00:50:04 UTC,2021-05-08 13:00:00 UTC,Udinese,Bologna,Serie A 2020/2021,1,1,"1:0, 0:1",Bluenergy Stadium - Stadio Friuli,Udine,Italy,https://www.oddsportal.com/football/italy/serie-a-2020-2021/udinese-bologna-Ch5edojr/
2025-08-31 00:50:56 UTC,2021-05-03 18:45:00 UTC,Torino,Parma,Serie A 2020/2021,1,0,"0:0, 1:0",Stadio Olimpico di Torino,Turin,Italy,https://www.oddsportal.com/football/italy/serie-a-2020-2021/torino-parma-dK3O3Tc8/
2025-08-31 00:51:10 UTC,2021-05-02 18:45:00 UTC,Sampdoria,AS Roma,Serie A 2020/2021,2,0,"1:0, 1:0",Stadio Luigi Ferraris,Genoa,Italy,https://www.oddsportal.com/football/italy/serie-a-2020-2021/sampdoria-as-roma-zB2S2mDE/
