scraped_date,match_date,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,match_url
2025-08-31 00:27:51 UTC,2021-05-23 18:45:00 UTC,Atalanta,AC Milan,Serie A 2020/2021,0,2,"0:1, 0:1",Gewiss Stadium,Bergamo,Italy,https://www.oddsportal.com/football/italy/serie-a-2020-2021/atalanta-ac-milan-zTgyEAHp/
2025-08-31 00:27:50 UTC,2021-05-23 18:45:00 UTC,Bologna,Juventus,Serie A 2020/2021,1,4,"0:3, 1:1",Stadio Renato Dall'Ara,Bologna,Italy,https://www.oddsportal.com/football/italy/serie-a-2020-2021/bologna-juventus-h8jCJWgN/
2025-08-31 00:29:37 UTC,2021-05-23 18:45:00 UTC,Napoli,Verona,Serie A 2020/2021,1,1,"0:0, 1:1",Stadio Diego Armando Maradona,Naples,Italy,https://www.oddsportal.com/football/italy/serie-a-2020-2021/napoli-verona-OlzWZiv4/
2025-08-31 00:29:38 UTC,2021-05-23 18:45:00 UTC,Sassuolo,Lazio,Serie A 2020/2021,2,0,"1:0, 1:0",Mapei Stadium – Città del Tricolore,Reggio Emilia,Italy,https://www.oddsportal.com/football/italy/serie-a-2020-2021/sassuolo-lazio-WbkGIj9T/
2025-08-31 00:36:10 UTC,2021-05-16 10:30:00 UTC,Fiorentina,Napoli,Serie A 2020/2021,0,2,"0:0, 0:2",Stadio Artemio Franchi,Florence,Italy,https://www.oddsportal.com/football/italy/serie-a-2020-2021/fiorentina-napoli-EcH40imo/
2025-08-31 00:36:11 UTC,2021-05-15 18:45:00 UTC,AS Roma,Lazio,Serie A 2020/2021,2,0,"1:0, 1:0",Stadio Olimpico,Rome,Italy,https://www.oddsportal.com/football/italy/serie-a-2020-2021/as-roma-lazio-v5Qx5XvU/
2025-08-31 00:37:56 UTC,2021-05-15 13:00:00 UTC,Spezia,Torino,Serie A 2020/2021,4,1,"2:0, 2:1",Stadio Alberto Picco,La Spezia,Italy,https://www.oddsportal.com/football/italy/serie-a-2020-2021/spezia-torino-OSbeNEfb/
2025-08-31 00:38:06 UTC,2021-05-13 18:45:00 UTC,Crotone,Verona,Serie A 2020/2021,2,1,"1:0, 1:1",Stadio Ezio Scida,Crotone,Italy,https://www.oddsportal.com/football/italy/serie-a-2020-2021/crotone-verona-2aVDAyBh/
2025-08-31 00:39:28 UTC,2021-05-12 18:45:00 UTC,Bologna,Genoa,Serie A 2020/2021,0,2,"0:1, 0:1",Stadio Renato Dall'Ara,Bologna,Italy,https://www.oddsportal.com/football/italy/serie-a-2020-2021/bologna-genoa-zVbqedB5/
2025-08-31 00:40:19 UTC,2021-05-12 18:45:00 UTC,Inter,AS Roma,Serie A 2020/2021,3,1,"2:1, 1:0",Stadio Giuseppe Meazza (San Siro),Milan,Italy,https://www.oddsportal.com/football/italy/serie-a-2020-2021/inter-as-roma-4Aj0iEAU/
